"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"WNT8B_FZD5_LRP6","WNT8B_FZD5_LRP6","WNT","Wnt8b","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd5+Lrp6)"
"WNT8B_FZD6_LRP6","WNT8B_FZD6_LRP6","WNT","Wnt8b","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8b  - (Fzd6+Lrp6)"
"WNT9B_FZD1_LRP6","WNT9B_FZD1_LRP6","WNT","Wnt9b","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd1+Lrp6)"
"WNT9B_FZD10_LRP6","WNT9B_FZD10_LRP6","WNT","Wnt9b","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd10+Lrp6)"
"WNT9B_FZD2_LRP6","WNT9B_FZD2_LRP6","WNT","Wnt9b","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd2+Lrp6)"
"WNT9B_FZD3_LRP6","WNT9B_FZD3_LRP6","WNT","Wnt9b","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd3+Lrp6)"
"WNT9B_FZD5_LRP6","WNT9B_FZD5_LRP6","WNT","Wnt9b","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd5+Lrp6)"
"WNT9B_FZD6_LRP6","WNT9B_FZD6_LRP6","WNT","Wnt9b","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd6+Lrp6)"
"WNT5A_FZD1","WNT5A_FZD1","ncWNT","Wnt5a","Fzd1","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd1"
"WNT5A_FZD10","WNT5A_FZD10","ncWNT","Wnt5a","Fzd10","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd10"
"WNT5A_FZD2","WNT5A_FZD2","ncWNT","Wnt5a","Fzd2","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd2"
"WNT5A_FZD3","WNT5A_FZD3","ncWNT","Wnt5a","Fzd3","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd3"
"WNT5A_FZD5","WNT5A_FZD5","ncWNT","Wnt5a","Fzd5","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd5"
"WNT5A_FZD6","WNT5A_FZD6","ncWNT","Wnt5a","Fzd6","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5a  - Fzd6"
"WNT5B_FZD1","WNT5B_FZD1","ncWNT","Wnt5b","Fzd1","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd1"
"WNT5B_FZD10","WNT5B_FZD10","ncWNT","Wnt5b","Fzd10","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd10"
"WNT5B_FZD2","WNT5B_FZD2","ncWNT","Wnt5b","Fzd2","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd2"
"WNT5B_FZD3","WNT5B_FZD3","ncWNT","Wnt5b","Fzd3","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd3"
"WNT5B_FZD5","WNT5B_FZD5","ncWNT","Wnt5b","Fzd5","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd5"
"WNT5B_FZD6","WNT5B_FZD6","ncWNT","Wnt5b","Fzd6","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd6"
"WNT11_FZD1","WNT11_FZD1","ncWNT","Wnt11","Fzd1","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd1"
"WNT11_FZD10","WNT11_FZD10","ncWNT","Wnt11","Fzd10","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd10"
"WNT11_FZD2","WNT11_FZD2","ncWNT","Wnt11","Fzd2","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd2"
"WNT11_FZD3","WNT11_FZD3","ncWNT","Wnt11","Fzd3","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd3"
"WNT11_FZD5","WNT11_FZD5","ncWNT","Wnt11","Fzd5","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd5"
"WNT11_FZD6","WNT11_FZD6","ncWNT","Wnt11","Fzd6","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt11  - Fzd6"
"EGF_EGFR","EGF_EGFR","EGF","Egf","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Egf  - Egfr"
"EGF_EGFR_ERBB2","EGF_EGFR_ERBB2","EGF","Egf","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Egf  - (Egfr+Erbb2)"
"EREG_EGFR","EREG_EGFR","EGF","Ereg","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Ereg  - Egfr"
"EREG_EGFR_ERBB2","EREG_EGFR_ERBB2","EGF","Ereg","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Ereg  - (Egfr+Erbb2)"
"EREG_ERBB4","EREG_ERBB4","EGF","Ereg","Erbb4","","","","","KEGG: mmu04012","Secreted Signaling","Ereg  - Erbb4"
"EREG_ERBB2_ERBB4","EREG_ERBB2_ERBB4","EGF","Ereg","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Ereg  - (Erbb2+Erbb4)"
"NRG2_ERBB3","NRG2_ERBB3","NRG","Nrg2","Erbb3","","","","","KEGG: mmu04012","Secreted Signaling","Nrg2  - Erbb3"
"NRG2_ERBB2_ERBB3","NRG2_ERBB2_ERBB3","NRG","Nrg2","ERBB2_ERBB3","","","","","KEGG: mmu04012","Secreted Signaling","Nrg2  - (Erbb2+Erbb3)"
"NRG2_ERBB4","NRG2_ERBB4","NRG","Nrg2","Erbb4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg2  - Erbb4"
"NRG2_ERBB2_ERBB4","NRG2_ERBB2_ERBB4","NRG","Nrg2","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg2  - (Erbb2+Erbb4)"
"NRG3_ERBB4","NRG3_ERBB4","NRG","Nrg3","Erbb4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg3  - Erbb4"
"NRG3_ERBB2_ERBB4","NRG3_ERBB2_ERBB4","NRG","Nrg3","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg3  - (Erbb2+Erbb4)"
"NRG4_ERBB4","NRG4_ERBB4","NRG","Nrg4","Erbb4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg4  - Erbb4"
"NRG4_ERBB2_ERBB4","NRG4_ERBB2_ERBB4","NRG","Nrg4","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg4  - (Erbb2+Erbb4)"
"FGF1_FGFR2","FGF1_FGFR2","FGF","Fgf1","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf1  - Fgfr2"
"FGF1_FGFR3","FGF1_FGFR3","FGF","Fgf1","Fgfr3","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf1  - Fgfr3"
"FGF1_FGFR4","FGF1_FGFR4","FGF","Fgf1","Fgfr4","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf1  - Fgfr4"
"FGF2_FGFR2","FGF2_FGFR2","FGF","Fgf2","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf2  - Fgfr2"
"FGF2_FGFR3","FGF2_FGFR3","FGF","Fgf2","Fgfr3","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf2  - Fgfr3"
"FGF2_FGFR4","FGF2_FGFR4","FGF","Fgf2","Fgfr4","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf2  - Fgfr4"
"FGF5_FGFR2","FGF5_FGFR2","FGF","Fgf5","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf5  - Fgfr2"
"FGF5_FGFR3","FGF5_FGFR3","FGF","Fgf5","Fgfr3","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf5  - Fgfr3"
"FGF5_FGFR4","FGF5_FGFR4","FGF","Fgf5","Fgfr4","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf5  - Fgfr4"
"FGF6_FGFR2","FGF6_FGFR2","FGF","Fgf6","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf6  - Fgfr2"
"FGF6_FGFR3","FGF6_FGFR3","FGF","Fgf6","Fgfr3","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf6  - Fgfr3"
"FGF6_FGFR4","FGF6_FGFR4","FGF","Fgf6","Fgfr4","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf6  - Fgfr4"
"FGF7_FGFR2","FGF7_FGFR2","FGF","Fgf7","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf7  - Fgfr2"
"FGF3_FGFR2","FGF3_FGFR2","FGF","Fgf3","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf3  - Fgfr2"
"FGF10_FGFR2","FGF10_FGFR2","FGF","Fgf10","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf10  - Fgfr2"
"FGF8_FGFR2","FGF8_FGFR2","FGF","Fgf8","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf8  - Fgfr2"
"FGF8_FGFR3","FGF8_FGFR3","FGF","Fgf8","Fgfr3","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf8  - Fgfr3"
"FGF8_FGFR4","FGF8_FGFR4","FGF","Fgf8","Fgfr4","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf8  - Fgfr4"
"FGF17_FGFR2","FGF17_FGFR2","FGF","Fgf17","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf17  - Fgfr2"
"FGF17_FGFR3","FGF17_FGFR3","FGF","Fgf17","Fgfr3","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf17  - Fgfr3"
"FGF17_FGFR4","FGF17_FGFR4","FGF","Fgf17","Fgfr4","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf17  - Fgfr4"
"FGF18_FGFR2","FGF18_FGFR2","FGF","Fgf18","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf18  - Fgfr2"
"FGF18_FGFR3","FGF18_FGFR3","FGF","Fgf18","Fgfr3","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf18  - Fgfr3"
"FGF18_FGFR4","FGF18_FGFR4","FGF","Fgf18","Fgfr4","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf18  - Fgfr4"
"FGF9_FGFR2","FGF9_FGFR2","FGF","Fgf9","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf9  - Fgfr2"
"FGF9_FGFR3","FGF9_FGFR3","FGF","Fgf9","Fgfr3","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf9  - Fgfr3"
"FGF9_FGFR4","FGF9_FGFR4","FGF","Fgf9","Fgfr4","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf9  - Fgfr4"
"FGF16_FGFR2","FGF16_FGFR2","FGF","Fgf16","Fgfr2","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf16  - Fgfr2"
"FGF16_FGFR3","FGF16_FGFR3","FGF","Fgf16","Fgfr3","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf16  - Fgfr3"
"FGF16_FGFR4","FGF16_FGFR4","FGF","Fgf16","Fgfr4","","","","FGF inhibition receptor","PMC: 4393358","Secreted Signaling","Fgf16  - Fgfr4"
"FGF23_FGFR3","FGF23_FGFR3","FGF","Fgf23","Fgfr3","","","FGF activation receptor 3","","PMC: 4393358","Secreted Signaling","Fgf23  - Fgfr3"
"FGF23_FGFR4","FGF23_FGFR4","FGF","Fgf23","Fgfr4","","","FGF activation receptor 3","","PMC: 4393358","Secreted Signaling","Fgf23  - Fgfr4"
"PDGFB_PDGFRA","PDGFB_PDGFRA","PDGF","Pdgfb","Pdgfra","","PDGF antagonist","","","PMID: 15207812","Secreted Signaling","Pdgfb  - Pdgfra"
"PDGFC_PDGFRA","PDGFC_PDGFRA","PDGF","Pdgfc","Pdgfra","","PDGF antagonist","","","PMID: 15207812","Secreted Signaling","Pdgfc  - Pdgfra"
"IGF2_ITGA6_ITGB4","IGF2_ITGA6_ITGB4","IGF","Igf2","ITGA6_ITGB4","","IGF antagonist","","","PMID: 28190785; PMID: 28873464","Secreted Signaling","Igf2  - (Itga6+Itgb4)"
"APLN_APLNR","APLN_APLNR","APELIN","Apln","Aplnr","","","","","KEGG: mmu04371","Secreted Signaling","Apln  - Aplnr"
"CCL19_ACKR4","CCL19_ACKR4","CCL","Ccl19","Ackr4","","","","","KEGG: mmu04060","Secreted Signaling","Ccl19  - Ackr4"
"CCL21A_ACKR4","CCL21A_ACKR4","CCL","Ccl21a","Ackr4","","","","","KEGG: mmu04060","Secreted Signaling","Ccl21a  - Ackr4"
"CCL27A_CCR10","CCL27A_CCR10","CCL","Ccl27a","Ccr10","","","","","KEGG: mmu04060","Secreted Signaling","Ccl27a  - Ccr10"
"CCL1_ACKR4","CCL1_ACKR4","CCL","Ccl1","Ackr4","","","","","KEGG: mmu04060","Secreted Signaling","Ccl1  - Ackr4"
"CCL1_ACKR1","CCL1_ACKR1","CCL","Ccl1","Ackr1","","","","","PMID: 26740381","Secreted Signaling","Ccl1  - Ackr1"
"CCL11_ACKR1","CCL11_ACKR1","CCL","Ccl11","Ackr1","","","","","PMID: 26740381","Secreted Signaling","Ccl11  - Ackr1"
"CCL11_ACKR2","CCL11_ACKR2","CCL","Ccl11","Ackr2","","","","","PMID: 26740381","Secreted Signaling","Ccl11  - Ackr2"
"CCL26_ACKR2","CCL26_ACKR2","CCL","Ccl26","Ackr2","","","","","PMID: 26740381","Secreted Signaling","Ccl26  - Ackr2"
"CXCL5_CXCR1","CXCL5_CXCR1","CXCL","Cxcl5","Cxcr1","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl5  - Cxcr1"
"CXCL5_ACKR1","CXCL5_ACKR1","CXCL","Cxcl5","Ackr1","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl5  - Ackr1"
"CXCL11_ACKR1","CXCL11_ACKR1","CXCL","Cxcl11","Ackr1","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl11  - Ackr1"
"IL3_IL3RA_CSF2RB","IL3_IL3RA_CSF2RB","IL4","Il3","IL3RA_CSF2RB","","","","","KEGG: mmu04060","Secreted Signaling","Il3  - (Il3ra+Csf2rb)"
"IL13_IL4R_IL13RA2","IL13_IL4R_IL13RA2","IL4","Il13","IL4R_IL13RA2","","","","","KEGG: mmu04060","Secreted Signaling","Il13  - (Il4r+Il13ra2)"
"IL13_IL13RA2","IL13_IL13RA2","IL4","Il13","Il13ra2","","","","","KEGG: mmu04060","Secreted Signaling","Il13  - Il13ra2"
"IL31_IL31RA_OSMR","IL31_IL31RA_OSMR","IL6","Il31","IL31RA_OSMR","","","","","KEGG: mmu04060","Secreted Signaling","Il31  - (Il31ra+Osmr)"
"CLCF1_CNTFR_LIFR","CLCF1_CNTFR_LIFR","LIFR","Clcf1","CNTFR_LIFR","","","","","KEGG: mmu04060","Secreted Signaling","Clcf1  - (Cntfr+Lifr)"
"IL19_IL20RA_IL20RB","IL19_IL20RA_IL20RB","IL10","Il19","IL20RA_IL20RB","","","","","KEGG: mmu04060","Secreted Signaling","Il19  - (Il20ra+Il20rb)"
"IL20_IL20RA_IL20RB","IL20_IL20RA_IL20RB","IL10","Il20","IL20RA_IL20RB","","","","","KEGG: mmu04060","Secreted Signaling","Il20  - (Il20ra+Il20rb)"
"IL20_IL22RA1_IL20RB","IL20_IL22RA1_IL20RB","IL10","Il20","IL22RA1_IL20RB","","","","","KEGG: mmu04060","Secreted Signaling","Il20  - (Il22ra1+Il20rb)"
"IL22_IL22RA1_IL10RB","IL22_IL22RA1_IL10RB","IL10","Il22","IL22RA1_IL10RB","","","","","KEGG: mmu04060","Secreted Signaling","Il22  - (Il22ra1+Il10rb)"
"IL17A_IL17RA_IL17RC","IL17A_IL17RA_IL17RC","IL17","Il17a","IL17RA_IL17RC","","","","","KEGG: mmu04060","Secreted Signaling","Il17a  - (Il17ra+Il17rc)"
"IL17F_IL17RA_IL17RC","IL17F_IL17RA_IL17RC","IL17","Il17f","IL17RA_IL17RC","","","","","KEGG: mmu04060","Secreted Signaling","Il17f  - (Il17ra+Il17rc)"
"IL17AF_IL17RA_IL17RC","IL17AF_IL17RA_IL17RC","IL17","IL17AF","IL17RA_IL17RC","","","","","PMID: 24813051","Secreted Signaling","Il17af  - (Il17ra+Il17rc)"
"GH1_GHR","GH1_GHR","GH","Gh","Ghr","","","","","KEGG: mmu04060","Secreted Signaling","Gh1  - Ghr"
"PRL_PRLR","PRL_PRLR","PRL","Prl","Prlr","","","","","KEGG: mmu04060; PMID: 23192981","Secreted Signaling","Prl  - Prlr"
"THPO_MPL","THPO_MPL","THPO","Thpo","Mpl","","","","","KEGG: mmu04060","Secreted Signaling","Thpo  - Mpl"
"IFNL3_IFNLR1_IL10RB","IFNL3_IFNLR1_IL10RB","IFN-lII","Ifnl3","IFNLR1_IL10RB","","","","","PMID: 28293236","Secreted Signaling","Ifnl3  - (Ifnlr1+Il10rb)"
"LTA_TNFRSF14","LTA_TNFRSF14","LT","Lta","Tnfrsf14","","","","","KEGG: mmu04060","Secreted Signaling","Lta  - Tnfrsf14"
"EDA_EDAR","EDA_EDAR","EDA","Eda","Edar","","","","","KEGG: mmu04060","Secreted Signaling","Eda  - Edar"
"EDA_EDA2R","EDA_EDA2R","EDA","Eda","Eda2r","","","","","KEGG: mmu04060","Secreted Signaling","Eda  - Eda2r"
"TNFSF12_TNFRSF12A","TNFSF12_TNFRSF12A","TWEAK","Tnfsf12","Tnfrsf12a","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf12  - Tnfrsf12a"
"TNFSF13_TNFRSF17","TNFSF13_TNFRSF17","APRIL","Tnfsf13","Tnfrsf17","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf13  - Tnfrsf17"
"MDK_SDC2","MDK_SDC2","MK","Mdk","Sdc2","","","","","PMID: 28356350","Secreted Signaling","Mdk  - Sdc2"
"PTN_SDC2","PTN_SDC2","PTN","Ptn","Sdc2","","","","","PMID: 28356350; PMID: 25620911","Secreted Signaling","Ptn  - Sdc2"
"KNG2_BDKRB2","KNG2_BDKRB2","BRADYKININ","Kng2","Bdkrb2","","","","","KEGG: mmu04080","Secreted Signaling","Kng2  - Bdkrb2"
"GAL_GALR2","GAL_GALR2","GALANIN","Gal","Galr2","","","","","KEGG: mmu04080","Secreted Signaling","Gal  - Galr2"
"GALP_GALR2","GALP_GALR2","GALANIN","Galp","Galr2","","","","","PMID: 23233848","Secreted Signaling","Galp  - Galr2"
"POMC_MC1R","POMC_MC1R","MELANOCORTIN","Pomc","Mc1r","","","","","KEGG: mmu04080","Secreted Signaling","Pomc  - Mc1r"
"POMC_MC5R","POMC_MC5R","MELANOCORTIN","Pomc","Mc5r","","","","","KEGG: mmu04080","Secreted Signaling","Pomc  - Mc5r"
"NPFF_NPFFR1","NPFF_NPFFR1","NPFF","Npff","Npffr1","","","","","KEGG: mmu04080","Secreted Signaling","Npff  - Npffr1"
"NPFF_NPFFR2","NPFF_NPFFR2","NPFF","Npff","Npffr2","","","","","KEGG: mmu04080","Secreted Signaling","Npff  - Npffr2"
"PPY_NPY1R","PPY_NPY1R","NPY","Ppy","Npy1r","","","","","KEGG: mmu04080","Secreted Signaling","Ppy  - Npy1r"
"PPY_NPY2R","PPY_NPY2R","NPY","Ppy","Npy2r","","","","","KEGG: mmu04080","Secreted Signaling","Ppy  - Npy2r"
"PPY_NPY4R","PPY_NPY4R","NPY","Ppy","Npy4r","","","","","KEGG: mmu04080","Secreted Signaling","Ppy  - Npy4r"
"PPY_NPY5R","PPY_NPY5R","NPY","Ppy","Npy5r","","","","","KEGG: mmu04080","Secreted Signaling","Ppy  - Npy5r"
"PPY_NPY6R","PPY_NPY6R","NPY","Ppy","Npy6r","","","","","KEGG: mmu04080","Secreted Signaling","Ppy  - Npy6r"
"PPY_GPR83","PPY_GPR83","NPY","Ppy","Gpr83","","","","","KEGG: mmu04080","Secreted Signaling","Ppy  - Gpr83"
"PPY_PGR15L","PPY_PGR15L","NPY","Ppy","Pgr15l","","","","","KEGG: mmu04080","Secreted Signaling","Ppy  - Pgr15l"
"NTS_NTSR1","NTS_NTSR1","NTS","Nts","Ntsr1","","","","","KEGG: mmu04080","Secreted Signaling","Nts  - Ntsr1"
"NTS_NTSR2","NTS_NTSR2","NTS","Nts","Ntsr2","","","","","KEGG: mmu04080","Secreted Signaling","Nts  - Ntsr2"
"PDYN_OPRD1","PDYN_OPRD1","OPIOID","Pdyn","Oprd1","","","","","KEGG: mmu04080","Secreted Signaling","Pdyn  - Oprd1"
"PDYN_OPRK1","PDYN_OPRK1","OPIOID","Pdyn","Oprk1","","","","","KEGG: mmu04080","Secreted Signaling","Pdyn  - Oprk1"
"PDYN_OPRM1","PDYN_OPRM1","OPIOID","Pdyn","Oprm1","","","","","KEGG: mmu04080","Secreted Signaling","Pdyn  - Oprm1"
"POMC_OPRD1","POMC_OPRD1","OPIOID","Pomc","Oprd1","","","","","KEGG: mmu04080","Secreted Signaling","Pomc  - Oprd1"
"POMC_OPRK1","POMC_OPRK1","OPIOID","Pomc","Oprk1","","","","","KEGG: mmu04080","Secreted Signaling","Pomc  - Oprk1"
"POMC_OPRM1","POMC_OPRM1","OPIOID","Pomc","Oprm1","","","","","KEGG: mmu04080","Secreted Signaling","Pomc  - Oprm1"
"GM10334_F2RL1","GM10334_F2RL1","PARs","Gm10334","F2rl1","","","","","KEGG: mmu04080","Secreted Signaling","Gm10334  - F2rl1"
"F2_F2RL1","F2_F2RL1","PARs","F2","F2rl1","","","","","KEGG: mmu04080","Secreted Signaling","F2  - F2rl1"
"PRSS2_F2RL1","PRSS2_F2RL1","PARs","Prss2","F2rl1","","","","","KEGG: mmu04080","Secreted Signaling","Prss2  - F2rl1"
"TRY10_F2RL1","TRY10_F2RL1","PARs","Try10","F2rl1","","","","","KEGG: mmu04080","Secreted Signaling","Try10  - F2rl1"
"GM10334_F2RL3","GM10334_F2RL3","PARs","Gm10334","F2rl3","","","","","KEGG: mmu04080","Secreted Signaling","Gm10334  - F2rl3"
"F2_F2RL3","F2_F2RL3","PARs","F2","F2rl3","","","","","KEGG: mmu04080","Secreted Signaling","F2  - F2rl3"
"PRSS2_F2RL3","PRSS2_F2RL3","PARs","Prss2","F2rl3","","","","","KEGG: mmu04080","Secreted Signaling","Prss2  - F2rl3"
"TRY10_F2RL3","TRY10_F2RL3","PARs","Try10","F2rl3","","","","","KEGG: mmu04080","Secreted Signaling","Try10  - F2rl3"
"GM10334_PARD3","GM10334_PARD3","PARs","Gm10334","Pard3","","","","","KEGG: mmu04080","Secreted Signaling","Gm10334  - Pard3"
"F2_PARD3","F2_PARD3","PARs","F2","Pard3","","","","","KEGG: mmu04080","Secreted Signaling","F2  - Pard3"
"PRSS2_PARD3","PRSS2_PARD3","PARs","Prss2","Pard3","","","","","KEGG: mmu04080","Secreted Signaling","Prss2  - Pard3"
"TRY10_PARD3","TRY10_PARD3","PARs","Try10","Pard3","","","","","KEGG: mmu04080","Secreted Signaling","Try10  - Pard3"
"PROK2_PROKR1","PROK2_PROKR1","PROK","Prok2","Prokr1","","","","","PMID: 24496457","Secreted Signaling","Prok2  - Prokr1"
"NPPC_NPR2","NPPC_NPR2","NPR2","Nppc","Npr2","","","","","KEGG: mmu04080; PMID:29934640","Secreted Signaling","Nppc  - Npr2"
"NTF3_NTRK1","NTF3_NTRK1","NT","Ntf3","Ntrk1","","","NGFR activation receptor","","PMID: 27908981","Secreted Signaling","Ntf3  - Ntrk1"
"NTF3_NTRK2","NTF3_NTRK2","NT","Ntf3","Ntrk2","","","NGFR activation receptor","","PMID: 27908981","Secreted Signaling","Ntf3  - Ntrk2"
"NTF3_NTRK3","NTF3_NTRK3","NT","Ntf3","Ntrk3","","","NGFR activation receptor","","PMID: 27908981","Secreted Signaling","Ntf3  - Ntrk3"
"SEMA3A_NRP1_PLXNA2","SEMA3A_NRP1_PLXNA2","SEMA3","Sema3a","NRP1_PLXNA2","","","","","PMID: 27533782","Secreted Signaling","Sema3a  - (Nrp1+Plxna2)"
"SEMA3A_NRP1_PLXNA3","SEMA3A_NRP1_PLXNA3","SEMA3","Sema3a","NRP1_PLXNA3","","","","","PMID: 27533782","Secreted Signaling","Sema3a  - (Nrp1+Plxna3)"
"SEMA3A_NRP1_PLXNA4","SEMA3A_NRP1_PLXNA4","SEMA3","Sema3a","NRP1_PLXNA4","","","","","PMID: 27533782","Secreted Signaling","Sema3a  - (Nrp1+Plxna4)"
"SEMA3B_NRP1_PLXNA2","SEMA3B_NRP1_PLXNA2","SEMA3","Sema3b","NRP1_PLXNA2","","","","","PMID: 27533782","Secreted Signaling","Sema3b  - (Nrp1+Plxna2)"
"SEMA3B_NRP1_PLXNA3","SEMA3B_NRP1_PLXNA3","SEMA3","Sema3b","NRP1_PLXNA3","","","","","PMID: 27533782","Secreted Signaling","Sema3b  - (Nrp1+Plxna3)"
"SEMA3B_NRP1_PLXNA4","SEMA3B_NRP1_PLXNA4","SEMA3","Sema3b","NRP1_PLXNA4","","","","","PMID: 27533782","Secreted Signaling","Sema3b  - (Nrp1+Plxna4)"
"SEMA3C_NRP1_PLXNA2","SEMA3C_NRP1_PLXNA2","SEMA3","Sema3c","NRP1_PLXNA2","","","","","PMID: 27533782","Secreted Signaling","Sema3c  - (Nrp1+Plxna2)"
"SEMA3C_NRP1_PLXNA3","SEMA3C_NRP1_PLXNA3","SEMA3","Sema3c","NRP1_PLXNA3","","","","","PMID: 27533782","Secreted Signaling","Sema3c  - (Nrp1+Plxna3)"
"SEMA3C_NRP1_PLXNA4","SEMA3C_NRP1_PLXNA4","SEMA3","Sema3c","NRP1_PLXNA4","","","","","PMID: 27533782","Secreted Signaling","Sema3c  - (Nrp1+Plxna4)"
