"interaction","cell1","cell2","p-value"
"FGF9_FGFR2","Bone Marrow","Subcutaneous Lymph Node","0"
"FGF9_FGFR2","Brain","Subcutaneous Lymph Node","0"
"FGF9_FGFR2","Colon","Subcutaneous Lymph Node","0"
"FGF9_FGFR2","Gut","Subcutaneous Lymph Node","0"
"FGF9_FGFR2","Heart","Subcutaneous Lymph Node","0"
"FGF9_FGFR2","Lamina Propia","Subcutaneous Lymph Node","0"
"FGF9_FGFR2","Liver","Subcutaneous Lymph Node","0"
"FGF9_FGFR2","Lung","Subcutaneous Lymph Node","0"
"FGF9_FGFR2","Lymph Node","Subcutaneous Lymph Node","0.01"
"FGF9_FGFR2","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"FGF9_FGFR2","Small Intestine","Subcutaneous Lymph Node","0"
"FGF9_FGFR2","Spleen","Subcutaneous Lymph Node","0"
"FGF9_FGFR2","Splenic","Subcutaneous Lymph Node","0"
"FGF9_FGFR2","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"FGF9_FGFR2","Thymus","Subcutaneous Lymph Node","0"
"FGF9_FGFR2","Adipose Tissue","Thymus","0.01"
"FGF9_FGFR2","Peritoneal Cavity","Thymus","0"
"FGF9_FGFR3","Adipose Tissue","Adipose Tissue","0.04"
"FGF9_FGFR3","Peritoneal Cavity","Blood","0.02"
"FGF9_FGFR3","Adipose Tissue","Bone Marrow","0"
"FGF9_FGFR3","Blood","Bone Marrow","0.01"
"FGF9_FGFR3","Peritoneal Cavity","Bone Marrow","0"
"FGF9_FGFR3","Spleen","Bone Marrow","0.01"
"FGF9_FGFR3","Thymus","Bone Marrow","0.04"
"FGF9_FGFR3","Adipose Tissue","Gut","0.04"
"FGF9_FGFR3","Adipose Tissue","Lamina Propia","0.03"
"FGF9_FGFR3","Peritoneal Cavity","Lamina Propia","0"
"FGF9_FGFR3","Peritoneal Cavity","Lung","0.02"
"FGF9_FGFR3","Peritoneal Cavity","Lymph Node","0.03"
"FGF9_FGFR3","Adipose Tissue","Peritoneal Cavity","0.04"
"FGF9_FGFR3","Peritoneal Cavity","Peritoneal Cavity","0"
"FGF9_FGFR3","Adipose Tissue","Spleen","0.01"
"FGF9_FGFR3","Peritoneal Cavity","Spleen","0"
"FGF9_FGFR3","Adipose Tissue","Splenic","0"
"FGF9_FGFR3","Blood","Splenic","0"
"FGF9_FGFR3","Bone Marrow","Splenic","0.02"
"FGF9_FGFR3","Lamina Propia","Splenic","0.03"
"FGF9_FGFR3","Liver","Splenic","0.03"
"FGF9_FGFR3","Lymph Node","Splenic","0.01"
"FGF9_FGFR3","Peritoneal Cavity","Splenic","0"
"FGF9_FGFR3","Small Intestine","Splenic","0"
"FGF9_FGFR3","Spleen","Splenic","0.01"
"FGF9_FGFR3","Splenic","Splenic","0"
"FGF9_FGFR3","Subcutaneous Lymph Node","Splenic","0.01"
"FGF9_FGFR3","Thymus","Splenic","0"
"FGF9_FGFR3","Adipose Tissue","Subcutaneous Lymph Node","0"
"FGF9_FGFR3","Blood","Subcutaneous Lymph Node","0"
"FGF9_FGFR3","Bone Marrow","Subcutaneous Lymph Node","0"
"FGF9_FGFR3","Brain","Subcutaneous Lymph Node","0"
"FGF9_FGFR3","Colon","Subcutaneous Lymph Node","0"
"FGF9_FGFR3","Gut","Subcutaneous Lymph Node","0"
"FGF9_FGFR3","Heart","Subcutaneous Lymph Node","0"
"FGF9_FGFR3","Lamina Propia","Subcutaneous Lymph Node","0"
"FGF9_FGFR3","Liver","Subcutaneous Lymph Node","0"
"FGF9_FGFR3","Lung","Subcutaneous Lymph Node","0"
"FGF9_FGFR3","Lymph Node","Subcutaneous Lymph Node","0"
"FGF9_FGFR3","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"FGF9_FGFR3","Small Intestine","Subcutaneous Lymph Node","0"
"FGF9_FGFR3","Spleen","Subcutaneous Lymph Node","0"
"FGF9_FGFR3","Splenic","Subcutaneous Lymph Node","0"
"FGF9_FGFR3","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"FGF9_FGFR3","Thymus","Subcutaneous Lymph Node","0"
"FGF9_FGFR3","Adipose Tissue","Thymus","0.02"
"FGF9_FGFR3","Peritoneal Cavity","Thymus","0"
"FGF9_FGFR4","Adipose Tissue","Adipose Tissue","0.04"
"FGF9_FGFR4","Adipose Tissue","Blood","0.04"
"FGF9_FGFR4","Peritoneal Cavity","Blood","0.02"
"FGF9_FGFR4","Adipose Tissue","Bone Marrow","0.01"
"FGF9_FGFR4","Peritoneal Cavity","Bone Marrow","0"
"FGF9_FGFR4","Peritoneal Cavity","Brain","0.04"
"FGF9_FGFR4","Peritoneal Cavity","Colon","0.02"
"FGF9_FGFR4","Adipose Tissue","Gut","0.03"
"FGF9_FGFR4","Peritoneal Cavity","Gut","0.04"
"FGF9_FGFR4","Adipose Tissue","Heart","0.01"
"FGF9_FGFR4","Peritoneal Cavity","Heart","0.01"
"FGF9_FGFR4","Adipose Tissue","Lamina Propia","0.02"
"FGF9_FGFR4","Peritoneal Cavity","Lamina Propia","0"
"FGF9_FGFR4","Adipose Tissue","Liver","0.03"
"FGF9_FGFR4","Peritoneal Cavity","Liver","0"
"FGF9_FGFR4","Adipose Tissue","Lung","0.01"
"FGF9_FGFR4","Peritoneal Cavity","Lung","0"
"FGF9_FGFR4","Adipose Tissue","Lymph Node","0.03"
"FGF9_FGFR4","Peritoneal Cavity","Lymph Node","0"
"FGF9_FGFR4","Adipose Tissue","Peritoneal Cavity","0.01"
"FGF9_FGFR4","Peritoneal Cavity","Peritoneal Cavity","0"
"FGF9_FGFR4","Adipose Tissue","Small Intestine","0.01"
"FGF9_FGFR4","Peritoneal Cavity","Small Intestine","0.03"
"FGF9_FGFR4","Adipose Tissue","Spleen","0.01"
"FGF9_FGFR4","Peritoneal Cavity","Spleen","0"
"FGF9_FGFR4","Adipose Tissue","Splenic","0.01"
"FGF9_FGFR4","Peritoneal Cavity","Splenic","0"
"FGF9_FGFR4","Adipose Tissue","Subcutaneous Lymph Node","0"
"FGF9_FGFR4","Blood","Subcutaneous Lymph Node","0"
"FGF9_FGFR4","Bone Marrow","Subcutaneous Lymph Node","0"
"FGF9_FGFR4","Lamina Propia","Subcutaneous Lymph Node","0.01"
"FGF9_FGFR4","Liver","Subcutaneous Lymph Node","0.01"
"FGF9_FGFR4","Lymph Node","Subcutaneous Lymph Node","0"
"FGF9_FGFR4","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"FGF9_FGFR4","Small Intestine","Subcutaneous Lymph Node","0.01"
"FGF9_FGFR4","Spleen","Subcutaneous Lymph Node","0"
"FGF9_FGFR4","Splenic","Subcutaneous Lymph Node","0"
"FGF9_FGFR4","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"FGF9_FGFR4","Thymus","Subcutaneous Lymph Node","0"
"FGF9_FGFR4","Adipose Tissue","Thymus","0"
"FGF9_FGFR4","Peritoneal Cavity","Thymus","0"
"FGF20_FGFR2","Adipose Tissue","Bone Marrow","0.03"
"FGF20_FGFR2","Adipose Tissue","Lamina Propia","0.01"
"FGF20_FGFR2","Adipose Tissue","Splenic","0.01"
"FGF20_FGFR2","Blood","Splenic","0.02"
"FGF20_FGFR2","Adipose Tissue","Subcutaneous Lymph Node","0"
"FGF20_FGFR2","Blood","Subcutaneous Lymph Node","0"
"FGF20_FGFR2","Bone Marrow","Subcutaneous Lymph Node","0"
"FGF20_FGFR2","Brain","Subcutaneous Lymph Node","0"
"FGF20_FGFR2","Colon","Subcutaneous Lymph Node","0"
"FGF20_FGFR2","Gut","Subcutaneous Lymph Node","0"
"FGF20_FGFR2","Heart","Subcutaneous Lymph Node","0"
"FGF20_FGFR2","Lamina Propia","Subcutaneous Lymph Node","0"
"FGF20_FGFR2","Liver","Subcutaneous Lymph Node","0"
"FGF20_FGFR2","Lung","Subcutaneous Lymph Node","0"
"FGF20_FGFR2","Lymph Node","Subcutaneous Lymph Node","0"
"FGF20_FGFR2","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"FGF20_FGFR2","Small Intestine","Subcutaneous Lymph Node","0"
"FGF20_FGFR2","Spleen","Subcutaneous Lymph Node","0"
"FGF20_FGFR2","Splenic","Subcutaneous Lymph Node","0"
"FGF20_FGFR2","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"FGF20_FGFR2","Thymus","Subcutaneous Lymph Node","0"
"FGF20_FGFR2","Adipose Tissue","Thymus","0.04"
"FGF20_FGFR3","Adipose Tissue","Bone Marrow","0"
"FGF20_FGFR3","Blood","Bone Marrow","0"
"FGF20_FGFR3","Bone Marrow","Bone Marrow","0.01"
"FGF20_FGFR3","Brain","Bone Marrow","0.02"
"FGF20_FGFR3","Gut","Bone Marrow","0.04"
"FGF20_FGFR3","Heart","Bone Marrow","0.04"
"FGF20_FGFR3","Lamina Propia","Bone Marrow","0.01"
"FGF20_FGFR3","Liver","Bone Marrow","0.01"
"FGF20_FGFR3","Lung","Bone Marrow","0.01"
"FGF20_FGFR3","Lymph Node","Bone Marrow","0.01"
"FGF20_FGFR3","Peritoneal Cavity","Bone Marrow","0.01"
"FGF20_FGFR3","Small Intestine","Bone Marrow","0.02"
"FGF20_FGFR3","Spleen","Bone Marrow","0.01"
"FGF20_FGFR3","Splenic","Bone Marrow","0.01"
"FGF20_FGFR3","Subcutaneous Lymph Node","Bone Marrow","0.01"
"FGF20_FGFR3","Thymus","Bone Marrow","0.01"
"FGF20_FGFR3","Adipose Tissue","Splenic","0"
"FGF20_FGFR3","Blood","Splenic","0"
"FGF20_FGFR3","Bone Marrow","Splenic","0"
"FGF20_FGFR3","Brain","Splenic","0"
"FGF20_FGFR3","Colon","Splenic","0"
"FGF20_FGFR3","Gut","Splenic","0.02"
"FGF20_FGFR3","Heart","Splenic","0.01"
"FGF20_FGFR3","Lamina Propia","Splenic","0"
"FGF20_FGFR3","Liver","Splenic","0"
"FGF20_FGFR3","Lung","Splenic","0"
"FGF20_FGFR3","Lymph Node","Splenic","0.01"
"FGF20_FGFR3","Peritoneal Cavity","Splenic","0"
"FGF20_FGFR3","Small Intestine","Splenic","0"
"FGF20_FGFR3","Spleen","Splenic","0"
"FGF20_FGFR3","Splenic","Splenic","0"
"FGF20_FGFR3","Subcutaneous Lymph Node","Splenic","0"
"FGF20_FGFR3","Thymus","Splenic","0"
"FGF20_FGFR3","Adipose Tissue","Subcutaneous Lymph Node","0"
"FGF20_FGFR3","Blood","Subcutaneous Lymph Node","0"
"FGF20_FGFR3","Bone Marrow","Subcutaneous Lymph Node","0"
"FGF20_FGFR3","Brain","Subcutaneous Lymph Node","0"
"FGF20_FGFR3","Colon","Subcutaneous Lymph Node","0"
"FGF20_FGFR3","Gut","Subcutaneous Lymph Node","0"
"FGF20_FGFR3","Heart","Subcutaneous Lymph Node","0"
"FGF20_FGFR3","Lamina Propia","Subcutaneous Lymph Node","0"
"FGF20_FGFR3","Liver","Subcutaneous Lymph Node","0"
"FGF20_FGFR3","Lung","Subcutaneous Lymph Node","0"
"FGF20_FGFR3","Lymph Node","Subcutaneous Lymph Node","0"
"FGF20_FGFR3","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"FGF20_FGFR3","Small Intestine","Subcutaneous Lymph Node","0"
"FGF20_FGFR3","Spleen","Subcutaneous Lymph Node","0"
"FGF20_FGFR3","Splenic","Subcutaneous Lymph Node","0"
"FGF20_FGFR3","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"FGF20_FGFR3","Thymus","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Adipose Tissue","Bone Marrow","0.04"
"FGF20_FGFR4","Adipose Tissue","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Blood","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Bone Marrow","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Brain","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Colon","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Gut","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Heart","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Lamina Propia","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Liver","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Lung","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Lymph Node","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Small Intestine","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Spleen","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Splenic","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Thymus","Subcutaneous Lymph Node","0"
"FGF20_FGFR4","Adipose Tissue","Thymus","0.03"
"FGF16_FGFR2","Colon","Adipose Tissue","0"
"FGF16_FGFR2","Colon","Blood","0"
"FGF16_FGFR2","Colon","Bone Marrow","0"
"FGF16_FGFR2","Subcutaneous Lymph Node","Bone Marrow","0"
"FGF16_FGFR2","Colon","Brain","0.04"
"FGF16_FGFR2","Colon","Colon","0.04"
"FGF16_FGFR2","Colon","Heart","0.03"
"FGF16_FGFR2","Colon","Lamina Propia","0"
"FGF16_FGFR2","Subcutaneous Lymph Node","Lamina Propia","0"
"FGF16_FGFR2","Colon","Liver","0.03"
"FGF16_FGFR2","Colon","Lung","0"
"FGF16_FGFR2","Colon","Lymph Node","0"
"FGF16_FGFR2","Colon","Peritoneal Cavity","0"
"FGF16_FGFR2","Subcutaneous Lymph Node","Peritoneal Cavity","0.02"
"FGF16_FGFR2","Colon","Small Intestine","0.01"
"FGF16_FGFR2","Colon","Spleen","0"
"FGF16_FGFR2","Subcutaneous Lymph Node","Spleen","0"
"FGF16_FGFR2","Colon","Splenic","0"
"FGF16_FGFR2","Subcutaneous Lymph Node","Splenic","0.01"
"FGF16_FGFR2","Adipose Tissue","Subcutaneous Lymph Node","0"
"FGF16_FGFR2","Blood","Subcutaneous Lymph Node","0"
"FGF16_FGFR2","Bone Marrow","Subcutaneous Lymph Node","0"
"FGF16_FGFR2","Brain","Subcutaneous Lymph Node","0"
"FGF16_FGFR2","Colon","Subcutaneous Lymph Node","0"
"FGF16_FGFR2","Gut","Subcutaneous Lymph Node","0"
"FGF16_FGFR2","Heart","Subcutaneous Lymph Node","0"
"FGF16_FGFR2","Lamina Propia","Subcutaneous Lymph Node","0"
"FGF16_FGFR2","Liver","Subcutaneous Lymph Node","0"
"FGF16_FGFR2","Lung","Subcutaneous Lymph Node","0"
"FGF16_FGFR2","Lymph Node","Subcutaneous Lymph Node","0"
"FGF16_FGFR2","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"FGF16_FGFR2","Small Intestine","Subcutaneous Lymph Node","0"
"FGF16_FGFR2","Spleen","Subcutaneous Lymph Node","0"
"FGF16_FGFR2","Splenic","Subcutaneous Lymph Node","0"
"FGF16_FGFR2","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"FGF16_FGFR2","Thymus","Subcutaneous Lymph Node","0"
"FGF16_FGFR2","Colon","Thymus","0"
"FGF16_FGFR2","Subcutaneous Lymph Node","Thymus","0"
"FGF16_FGFR3","Colon","Adipose Tissue","0"
"FGF16_FGFR3","Colon","Blood","0.01"
"FGF16_FGFR3","Blood","Bone Marrow","0.02"
"FGF16_FGFR3","Bone Marrow","Bone Marrow","0.01"
"FGF16_FGFR3","Colon","Bone Marrow","0"
"FGF16_FGFR3","Lamina Propia","Bone Marrow","0.01"
"FGF16_FGFR3","Lung","Bone Marrow","0.01"
"FGF16_FGFR3","Lymph Node","Bone Marrow","0.02"
"FGF16_FGFR3","Peritoneal Cavity","Bone Marrow","0.01"
"FGF16_FGFR3","Small Intestine","Bone Marrow","0.03"
"FGF16_FGFR3","Spleen","Bone Marrow","0.01"
"FGF16_FGFR3","Splenic","Bone Marrow","0.01"
"FGF16_FGFR3","Subcutaneous Lymph Node","Bone Marrow","0"
"FGF16_FGFR3","Thymus","Bone Marrow","0.01"
"FGF16_FGFR3","Colon","Colon","0.03"
"FGF16_FGFR3","Colon","Gut","0"
"FGF16_FGFR3","Colon","Lamina Propia","0"
"FGF16_FGFR3","Colon","Liver","0.02"
"FGF16_FGFR3","Colon","Lung","0.02"
"FGF16_FGFR3","Colon","Lymph Node","0.03"
"FGF16_FGFR3","Colon","Peritoneal Cavity","0"
"FGF16_FGFR3","Colon","Spleen","0"
"FGF16_FGFR3","Subcutaneous Lymph Node","Spleen","0"
"FGF16_FGFR3","Adipose Tissue","Splenic","0.04"
"FGF16_FGFR3","Blood","Splenic","0"
"FGF16_FGFR3","Bone Marrow","Splenic","0"
"FGF16_FGFR3","Brain","Splenic","0.01"
"FGF16_FGFR3","Colon","Splenic","0"
"FGF16_FGFR3","Gut","Splenic","0.01"
"FGF16_FGFR3","Heart","Splenic","0.01"
"FGF16_FGFR3","Lamina Propia","Splenic","0"
"FGF16_FGFR3","Liver","Splenic","0.02"
"FGF16_FGFR3","Lung","Splenic","0"
"FGF16_FGFR3","Lymph Node","Splenic","0"
"FGF16_FGFR3","Peritoneal Cavity","Splenic","0"
"FGF16_FGFR3","Small Intestine","Splenic","0"
"FGF16_FGFR3","Spleen","Splenic","0"
"FGF16_FGFR3","Splenic","Splenic","0"
"FGF16_FGFR3","Subcutaneous Lymph Node","Splenic","0"
"FGF16_FGFR3","Thymus","Splenic","0"
"FGF16_FGFR3","Adipose Tissue","Subcutaneous Lymph Node","0"
"FGF16_FGFR3","Blood","Subcutaneous Lymph Node","0"
"FGF16_FGFR3","Bone Marrow","Subcutaneous Lymph Node","0"
"FGF16_FGFR3","Brain","Subcutaneous Lymph Node","0"
"FGF16_FGFR3","Colon","Subcutaneous Lymph Node","0"
"FGF16_FGFR3","Gut","Subcutaneous Lymph Node","0"
"FGF16_FGFR3","Heart","Subcutaneous Lymph Node","0"
"FGF16_FGFR3","Lamina Propia","Subcutaneous Lymph Node","0"
"FGF16_FGFR3","Liver","Subcutaneous Lymph Node","0"
"FGF16_FGFR3","Lung","Subcutaneous Lymph Node","0"
"FGF16_FGFR3","Lymph Node","Subcutaneous Lymph Node","0"
"FGF16_FGFR3","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"FGF16_FGFR3","Small Intestine","Subcutaneous Lymph Node","0"
"FGF16_FGFR3","Spleen","Subcutaneous Lymph Node","0"
"FGF16_FGFR3","Splenic","Subcutaneous Lymph Node","0"
"FGF16_FGFR3","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"FGF16_FGFR3","Thymus","Subcutaneous Lymph Node","0"
"FGF16_FGFR3","Colon","Thymus","0"
"FGF16_FGFR3","Subcutaneous Lymph Node","Thymus","0.03"
"FGF16_FGFR4","Colon","Adipose Tissue","0"
"FGF16_FGFR4","Colon","Blood","0"
"FGF16_FGFR4","Colon","Bone Marrow","0"
"FGF16_FGFR4","Subcutaneous Lymph Node","Bone Marrow","0"
"FGF16_FGFR4","Colon","Brain","0.04"
"FGF16_FGFR4","Colon","Colon","0.01"
"FGF16_FGFR4","Colon","Gut","0"
"FGF16_FGFR4","Colon","Heart","0"
"FGF16_FGFR4","Colon","Lamina Propia","0"
"FGF16_FGFR4","Colon","Liver","0.01"
"FGF16_FGFR4","Colon","Lung","0.01"
"FGF16_FGFR4","Subcutaneous Lymph Node","Lung","0.03"
"FGF16_FGFR4","Colon","Lymph Node","0.01"
"FGF16_FGFR4","Colon","Peritoneal Cavity","0"
"FGF16_FGFR4","Subcutaneous Lymph Node","Peritoneal Cavity","0"
"FGF16_FGFR4","Colon","Small Intestine","0.01"
"FGF16_FGFR4","Colon","Spleen","0"
"FGF16_FGFR4","Subcutaneous Lymph Node","Spleen","0"
"FGF16_FGFR4","Colon","Splenic","0"
"FGF16_FGFR4","Subcutaneous Lymph Node","Splenic","0.01"
"FGF16_FGFR4","Adipose Tissue","Subcutaneous Lymph Node","0.04"
"FGF16_FGFR4","Blood","Subcutaneous Lymph Node","0"
"FGF16_FGFR4","Bone Marrow","Subcutaneous Lymph Node","0"
"FGF16_FGFR4","Brain","Subcutaneous Lymph Node","0.01"
"FGF16_FGFR4","Colon","Subcutaneous Lymph Node","0"
"FGF16_FGFR4","Gut","Subcutaneous Lymph Node","0"
"FGF16_FGFR4","Heart","Subcutaneous Lymph Node","0.01"
"FGF16_FGFR4","Lamina Propia","Subcutaneous Lymph Node","0"
"FGF16_FGFR4","Liver","Subcutaneous Lymph Node","0"
"FGF16_FGFR4","Lung","Subcutaneous Lymph Node","0"
"FGF16_FGFR4","Lymph Node","Subcutaneous Lymph Node","0"
"FGF16_FGFR4","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"FGF16_FGFR4","Small Intestine","Subcutaneous Lymph Node","0"
"FGF16_FGFR4","Spleen","Subcutaneous Lymph Node","0"
"FGF16_FGFR4","Splenic","Subcutaneous Lymph Node","0"
"FGF16_FGFR4","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"FGF16_FGFR4","Thymus","Subcutaneous Lymph Node","0"
"FGF16_FGFR4","Colon","Thymus","0"
"FGF16_FGFR4","Subcutaneous Lymph Node","Thymus","0"
"FGF15_FGFR2","Lamina Propia","Bone Marrow","0.01"
"FGF15_FGFR2","Lamina Propia","Lamina Propia","0"
"FGF15_FGFR2","Lymph Node","Lamina Propia","0.04"
"FGF15_FGFR2","Thymus","Lamina Propia","0.04"
"FGF15_FGFR2","Lamina Propia","Splenic","0.01"
"FGF15_FGFR2","Thymus","Splenic","0.03"
"FGF15_FGFR2","Adipose Tissue","Subcutaneous Lymph Node","0"
"FGF15_FGFR2","Blood","Subcutaneous Lymph Node","0"
"FGF15_FGFR2","Bone Marrow","Subcutaneous Lymph Node","0"
"FGF15_FGFR2","Brain","Subcutaneous Lymph Node","0"
"FGF15_FGFR2","Colon","Subcutaneous Lymph Node","0"
"FGF15_FGFR2","Gut","Subcutaneous Lymph Node","0"
"FGF15_FGFR2","Heart","Subcutaneous Lymph Node","0"
"FGF15_FGFR2","Lamina Propia","Subcutaneous Lymph Node","0"
"FGF15_FGFR2","Liver","Subcutaneous Lymph Node","0"
"FGF15_FGFR2","Lung","Subcutaneous Lymph Node","0"
"FGF15_FGFR2","Lymph Node","Subcutaneous Lymph Node","0"
"FGF15_FGFR2","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"FGF15_FGFR2","Small Intestine","Subcutaneous Lymph Node","0"
"FGF15_FGFR2","Spleen","Subcutaneous Lymph Node","0"
"FGF15_FGFR2","Splenic","Subcutaneous Lymph Node","0"
"FGF15_FGFR2","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"FGF15_FGFR2","Thymus","Subcutaneous Lymph Node","0"
"FGF15_FGFR2","Lamina Propia","Thymus","0.01"
"FGF15_FGFR3","Bone Marrow","Bone Marrow","0.01"
"FGF15_FGFR3","Lamina Propia","Bone Marrow","0"
"FGF15_FGFR3","Lung","Bone Marrow","0.02"
"FGF15_FGFR3","Lymph Node","Bone Marrow","0.01"
"FGF15_FGFR3","Peritoneal Cavity","Bone Marrow","0.01"
"FGF15_FGFR3","Spleen","Bone Marrow","0.01"
"FGF15_FGFR3","Splenic","Bone Marrow","0.02"
"FGF15_FGFR3","Subcutaneous Lymph Node","Bone Marrow","0.01"
"FGF15_FGFR3","Thymus","Bone Marrow","0.01"
"FGF15_FGFR3","Lamina Propia","Spleen","0.03"
"FGF15_FGFR3","Adipose Tissue","Splenic","0.03"
"FGF15_FGFR3","Blood","Splenic","0"
"FGF15_FGFR3","Bone Marrow","Splenic","0"
"FGF15_FGFR3","Brain","Splenic","0.01"
"FGF15_FGFR3","Colon","Splenic","0.01"
"FGF15_FGFR3","Heart","Splenic","0.02"
"FGF15_FGFR3","Lamina Propia","Splenic","0"
"FGF15_FGFR3","Lung","Splenic","0"
"FGF15_FGFR3","Lymph Node","Splenic","0"
"FGF15_FGFR3","Peritoneal Cavity","Splenic","0"
"FGF15_FGFR3","Small Intestine","Splenic","0"
"FGF15_FGFR3","Spleen","Splenic","0"
"FGF15_FGFR3","Splenic","Splenic","0"
"FGF15_FGFR3","Subcutaneous Lymph Node","Splenic","0"
"FGF15_FGFR3","Thymus","Splenic","0"
"FGF15_FGFR3","Adipose Tissue","Subcutaneous Lymph Node","0"
"FGF15_FGFR3","Blood","Subcutaneous Lymph Node","0"
"FGF15_FGFR3","Bone Marrow","Subcutaneous Lymph Node","0"
"FGF15_FGFR3","Brain","Subcutaneous Lymph Node","0"
"FGF15_FGFR3","Colon","Subcutaneous Lymph Node","0"
"FGF15_FGFR3","Gut","Subcutaneous Lymph Node","0"
"FGF15_FGFR3","Heart","Subcutaneous Lymph Node","0"
"FGF15_FGFR3","Lamina Propia","Subcutaneous Lymph Node","0"
"FGF15_FGFR3","Liver","Subcutaneous Lymph Node","0"
"FGF15_FGFR3","Lung","Subcutaneous Lymph Node","0"
"FGF15_FGFR3","Lymph Node","Subcutaneous Lymph Node","0"
"FGF15_FGFR3","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"FGF15_FGFR3","Small Intestine","Subcutaneous Lymph Node","0"
"FGF15_FGFR3","Spleen","Subcutaneous Lymph Node","0"
"FGF15_FGFR3","Splenic","Subcutaneous Lymph Node","0"
"FGF15_FGFR3","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"FGF15_FGFR3","Thymus","Subcutaneous Lymph Node","0"
"FGF15_FGFR4","Lamina Propia","Bone Marrow","0.01"
"FGF15_FGFR4","Lamina Propia","Peritoneal Cavity","0.03"
"FGF15_FGFR4","Lamina Propia","Spleen","0.02"
"FGF15_FGFR4","Thymus","Spleen","0.04"
"FGF15_FGFR4","Lamina Propia","Splenic","0.02"
"FGF15_FGFR4","Adipose Tissue","Subcutaneous Lymph Node","0.02"
"FGF15_FGFR4","Blood","Subcutaneous Lymph Node","0"
"FGF15_FGFR4","Bone Marrow","Subcutaneous Lymph Node","0"
"FGF15_FGFR4","Brain","Subcutaneous Lymph Node","0"
"FGF15_FGFR4","Colon","Subcutaneous Lymph Node","0.01"
"FGF15_FGFR4","Heart","Subcutaneous Lymph Node","0"
"FGF15_FGFR4","Lamina Propia","Subcutaneous Lymph Node","0"
"FGF15_FGFR4","Liver","Subcutaneous Lymph Node","0.03"
"FGF15_FGFR4","Lung","Subcutaneous Lymph Node","0"
"FGF15_FGFR4","Lymph Node","Subcutaneous Lymph Node","0"
"FGF15_FGFR4","Peritoneal Cavity","Subcutaneous Lymph Node","0"
"FGF15_FGFR4","Small Intestine","Subcutaneous Lymph Node","0"
"FGF15_FGFR4","Spleen","Subcutaneous Lymph Node","0"
"FGF15_FGFR4","Splenic","Subcutaneous Lymph Node","0"
"FGF15_FGFR4","Subcutaneous Lymph Node","Subcutaneous Lymph Node","0"
"FGF15_FGFR4","Thymus","Subcutaneous Lymph Node","0"
"FGF15_FGFR4","Lamina Propia","Thymus","0.01"
"FGF15_FGFR4","Thymus","Thymus","0"
"FGF23_FGFR3","Subcutaneous Lymph Node","Blood","0.02"
"FGF23_FGFR3","Adipose Tissue","Bone Marrow","0.03"
"FGF23_FGFR3","Bone Marrow","Bone Marrow","0.01"
"FGF23_FGFR3","Lamina Propia","Bone Marrow","0.01"
"FGF23_FGFR3","Lung","Bone Marrow","0.01"
"FGF23_FGFR3","Lymph Node","Bone Marrow","0.03"
"FGF23_FGFR3","Peritoneal Cavity","Bone Marrow","0.01"
"FGF23_FGFR3","Spleen","Bone Marrow","0.01"
"FGF23_FGFR3","Splenic","Bone Marrow","0.01"
"FGF23_FGFR3","Subcutaneous Lymph Node","Bone Marrow","0"
"FGF23_FGFR3","Thymus","Bone Marrow","0.01"
