"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"WNT9A_FZD9_LRP6","WNT9A_FZD9_LRP6","WNT","Wnt9a","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd9+Lrp6)"
"WNT5B_FZD1","WNT5B_FZD1","ncWNT","Wnt5b","Fzd1","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd1"
"WNT5B_FZD10","WNT5B_FZD10","ncWNT","Wnt5b","Fzd10","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd10"
"WNT5B_FZD4","WNT5B_FZD4","ncWNT","Wnt5b","Fzd4","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd4"
"WNT5B_FZD5","WNT5B_FZD5","ncWNT","Wnt5b","Fzd5","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd5"
"WNT5B_FZD6","WNT5B_FZD6","ncWNT","Wnt5b","Fzd6","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd6"
"WNT5B_FZD7","WNT5B_FZD7","ncWNT","Wnt5b","Fzd7","","","ncWNT activation receptor","","KEGG: mmu04310","Secreted Signaling","Wnt5b  - Fzd7"
"EGF_EGFR","EGF_EGFR","EGF","Egf","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Egf  - Egfr"
"EGF_EGFR_ERBB2","EGF_EGFR_ERBB2","EGF","Egf","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Egf  - (Egfr+Erbb2)"
"TGFA_EGFR","TGFA_EGFR","EGF","Tgfa","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Tgfa  - Egfr"
"TGFA_EGFR_ERBB2","TGFA_EGFR_ERBB2","EGF","Tgfa","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Tgfa  - (Egfr+Erbb2)"
"AREG_EGFR","AREG_EGFR","EGF","Areg","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Areg  - Egfr"
"AREG_EGFR_ERBB2","AREG_EGFR_ERBB2","EGF","Areg","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Areg  - (Egfr+Erbb2)"
"BTC_EGFR","BTC_EGFR","EGF","Btc","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Btc  - Egfr"
"BTC_EGFR_ERBB2","BTC_EGFR_ERBB2","EGF","Btc","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Btc  - (Egfr+Erbb2)"
"BTC_ERBB2_ERBB4","BTC_ERBB2_ERBB4","EGF","Btc","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Btc  - (Erbb2+Erbb4)"
"HBEGF_EGFR","HBEGF_EGFR","EGF","Hbegf","Egfr","","","","","KEGG: mmu04012","Secreted Signaling","Hbegf  - Egfr"
"HBEGF_EGFR_ERBB2","HBEGF_EGFR_ERBB2","EGF","Hbegf","EGFR_ERBB2","","","","","KEGG: mmu04012","Secreted Signaling","Hbegf  - (Egfr+Erbb2)"
"HBEGF_ERBB2_ERBB4","HBEGF_ERBB2_ERBB4","EGF","Hbegf","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Hbegf  - (Erbb2+Erbb4)"
"NRG1_ERBB3","NRG1_ERBB3","NRG","Nrg1","Erbb3","","","","","KEGG: mmu04012","Secreted Signaling","Nrg1  - Erbb3"
"NRG1_ERBB2_ERBB3","NRG1_ERBB2_ERBB3","NRG","Nrg1","ERBB2_ERBB3","","","","","KEGG: mmu04012","Secreted Signaling","Nrg1  - (Erbb2+Erbb3)"
"NRG1_ERBB2_ERBB4","NRG1_ERBB2_ERBB4","NRG","Nrg1","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg1  - (Erbb2+Erbb4)"
"NRG4_ERBB2_ERBB4","NRG4_ERBB2_ERBB4","NRG","Nrg4","ERBB2_ERBB4","","","","","KEGG: mmu04012","Secreted Signaling","Nrg4  - (Erbb2+Erbb4)"
"NRG1_ITGAV_ITGB3","NRG1_ITGAV_ITGB3","NRG","Nrg1","ITGAV_ITGB3","","","","","PMID: 20682778","Secreted Signaling","Nrg1  - (Itgav+Itgb3)"
"PDGFA_PDGFRB","PDGFA_PDGFRB","PDGF","Pdgfa","Pdgfrb","","PDGF antagonist","","","PMID: 15207812","Secreted Signaling","Pdgfa  - Pdgfrb"
"PDGFB_PDGFRB","PDGFB_PDGFRB","PDGF","Pdgfb","Pdgfrb","","PDGF antagonist","","","PMID: 15207812","Secreted Signaling","Pdgfb  - Pdgfrb"
"PDGFD_PDGFRB","PDGFD_PDGFRB","PDGF","Pdgfd","Pdgfrb","","PDGF antagonist","","","PMID: 15207812","Secreted Signaling","Pdgfd  - Pdgfrb"
"VEGFA_VEGFR1","VEGFA_VEGFR1","VEGF","Vegfa","Flt1","","","","","KEGG: mmu04370; PMID: 16633338","Secreted Signaling","Vegfa  - Vegfr1"
"VEGFB_VEGFR1","VEGFB_VEGFR1","VEGF","Vegfb","Flt1","","","","","KEGG: mmu04370; PMID: 16633338","Secreted Signaling","Vegfb  - Vegfr1"
"VEGFC_VEGFR3","VEGFC_VEGFR3","VEGF","Vegfc","Flt4","","","","","KEGG: mmu04370; PMID: 16633338","Secreted Signaling","Vegfc  - Vegfr3"
"VEGFA_VEGFR1R2","VEGFA_VEGFR1R2","VEGF","Vegfa","FLT1_KDR","","","VEGF activation receptor","","PMID: 16633338","Secreted Signaling","Vegfa  - Vegfr1r2"
"VEGFC_VEGFR2R3","VEGFC_VEGFR2R3","VEGF","Vegfc","FLT4_KDR","","","VEGF activation receptor","","PMID: 16633339","Secreted Signaling","Vegfc  - Vegfr2r3"
"IGF1_IGF1R","IGF1_IGF1R","IGF","Igf1","Igf1r","","IGF antagonist","","","PMID: 14604834","Secreted Signaling","Igf1  - Igf1r"
"IGF1_ITGAV_ITGB3","IGF1_ITGAV_ITGB3","IGF","Igf1","ITGAV_ITGB3","","IGF antagonist","","","PMID: 28190785; PMID: 28873464","Secreted Signaling","Igf1  - (Itgav+Itgb3)"
"IGF1_ITGA6_ITGB4","IGF1_ITGA6_ITGB4","IGF","Igf1","ITGA6_ITGB4","","IGF antagonist","","","PMID: 28190785; PMID: 28873464","Secreted Signaling","Igf1  - (Itga6+Itgb4)"
"CCL3_CCR1L1","CCL3_CCR1L1","CCL","Ccl3","Ccr1l1","","","","","KEGG: mmu04060","Secreted Signaling","Ccl3  - Ccr1l1"
"CCL7_CCR1L1","CCL7_CCR1L1","CCL","Ccl7","Ccr1l1","","","","","KEGG: mmu04060","Secreted Signaling","Ccl7  - Ccr1l1"
"CCL7_CCR2","CCL7_CCR2","CCL","Ccl7","Ccr2","","","","","KEGG: mmu04060","Secreted Signaling","Ccl7  - Ccr2"
"CCL2_CCR2","CCL2_CCR2","CCL","Ccl2","Ccr2","","","","","KEGG: mmu04060","Secreted Signaling","Ccl2  - Ccr2"
"CCL27A_CCR2","CCL27A_CCR2","CCL","Ccl27a","Ccr2","","","","","KEGG: mmu04060","Secreted Signaling","Ccl27a  - Ccr2"
"CCL7_CCR3","CCL7_CCR3","CCL","Ccl7","Ccr3","","","","","KEGG: mmu04060","Secreted Signaling","Ccl7  - Ccr3"
"CCL26_CCR3","CCL26_CCR3","CCL","Ccl26","Ccr3","","","","","KEGG: mmu04060","Secreted Signaling","Ccl26  - Ccr3"
"CCL27A_CCR3","CCL27A_CCR3","CCL","Ccl27a","Ccr3","","","","","KEGG: mmu04060","Secreted Signaling","Ccl27a  - Ccr3"
"CCL20_CCR6","CCL20_CCR6","CCL","Ccl20","Ccr6","","","","","KEGG: mmu04060","Secreted Signaling","Ccl20  - Ccr6"
"CCL2_ACKR2","CCL2_ACKR2","CCL","Ccl2","Ackr2","","","","","PMID: 26740381","Secreted Signaling","Ccl2  - Ackr2"
"CCL3_ACKR2","CCL3_ACKR2","CCL","Ccl3","Ackr2","","","","","PMID: 26740381","Secreted Signaling","Ccl3  - Ackr2"
"CCL4_ACKR2","CCL4_ACKR2","CCL","Ccl4","Ackr2","","","","","PMID: 26740381","Secreted Signaling","Ccl4  - Ackr2"
"CCL26_ACKR2","CCL26_ACKR2","CCL","Ccl26","Ackr2","","","","","PMID: 26740381","Secreted Signaling","Ccl26  - Ackr2"
"CXCL1_CXCR1","CXCL1_CXCR1","CXCL","Cxcl1","Cxcr1","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl1  - Cxcr1"
"CXCL2_CXCR1","CXCL2_CXCR1","CXCL","Cxcl2","Cxcr1","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl2  - Cxcr1"
"CXCL3_CXCR1","CXCL3_CXCR1","CXCL","Cxcl3","Cxcr1","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl3  - Cxcr1"
"CXCL1_CXCR2","CXCL1_CXCR2","CXCL","Cxcl1","Cxcr2","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl1  - Cxcr2"
"CXCL2_CXCR2","CXCL2_CXCR2","CXCL","Cxcl2","Cxcr2","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl2  - Cxcr2"
"CXCL3_CXCR2","CXCL3_CXCR2","CXCL","Cxcl3","Cxcr2","","","","","KEGG: mmu04060","Secreted Signaling","Cxcl3  - Cxcr2"
"PPBP_CXCR2","PPBP_CXCR2","CXCL","Ppbp","Cxcr2","","","","","KEGG: mmu04060","Secreted Signaling","Ppbp  - Cxcr2"
"MIF_CD74_CXCR2","MIF_CD74_CXCR2","MIF","Mif","CD74_CXCR2","","","","","PMID: 29637711; PMID: 26175090","Secreted Signaling","Mif  - (Cd74+Cxcr2)"
"MIF_ACKR3","MIF_ACKR3","MIF","Mif","Ackr3","","","","","PMID: 26175090","Secreted Signaling","Mif  - Ackr3"
"XCL1_XCR1","XCL1_XCR1","XCR","Xcl1","Xcr1","","","","","KEGG: mmu04060","Secreted Signaling","Xcl1  - Xcr1"
"IL15_IL15RA_IL2RB","IL15_IL15RA_IL2RB","IL2","Il15","IL15RA_IL2RB","","","","","KEGG: mmu04060","Secreted Signaling","Il15  - (Il15ra+Il2rb)"
"TSLP_IL7R_CRLF2","TSLP_IL7R_CRLF2","IL2","Tslp","IL7R_CRLF2","","","","","KEGG: mmu04060","Secreted Signaling","Tslp  - (Il7r+Crlf2)"
"IL6_IL6R_IL6ST","IL6_IL6R_IL6ST","IL6","Il6","IL6R_IL6ST","","","","","KEGG: mmu04060","Secreted Signaling","Il6  - (Il6r+Il6st)"
"IL12B_IL12RB1_IL12RB2","IL12B_IL12RB1_IL12RB2","IL12","IL12AB","IL12RB1_IL12RB2","","","","","PMID: 26918147","Secreted Signaling","Il12b  - (Il12rb1+Il12rb2)"
"IL23A_IL23R_IL12RB1","IL23A_IL23R_IL12RB1","IL12","IL23 complex","IL23R_IL12RB1","","","","","PMID: 11114383","Secreted Signaling","Il23a  - (Il23r+Il12rb1)"
"EBI3_IL27RA_IL6ST","EBI3_IL27RA_IL6ST","IL12","IL27 complex","IL27RA_IL6ST","","","","","PMID: 25861977","Secreted Signaling","Ebi3  - (Il27ra+Il6st)"
"CLCF1_CNTFR_LIFR","CLCF1_CNTFR_LIFR","LIFR","Clcf1","CNTFR_LIFR","","","","","KEGG: mmu04060","Secreted Signaling","Clcf1  - (Cntfr+Lifr)"
"LIF_LIFR_IL6ST","LIF_LIFR_IL6ST","LIFR","Lif","LIFR_IL6ST","","","","","KEGG: mmu04060","Secreted Signaling","Lif  - (Lifr+Il6st)"
"OSM_LIFR_IL6ST","OSM_LIFR_IL6ST","OSM","Osm","LIFR_IL6ST","","","","","KEGG: mmu04060","Secreted Signaling","Osm  - (Lifr+Il6st)"
"OSM_OSMR_IL6ST","OSM_OSMR_IL6ST","OSM","Osm","OSMR_IL6ST","","","","","KEGG: mmu04060","Secreted Signaling","Osm  - (Osmr+Il6st)"
"IL10_IL10RA_IL10RB","IL10_IL10RA_IL10RB","IL10","Il10","IL10RA_IL10RB","","","","","KEGG: mmu04060","Secreted Signaling","Il10  - (Il10ra+Il10rb)"
"IL24_IL20RA_IL20RB","IL24_IL20RA_IL20RB","IL10","Il24","IL20RA_IL20RB","","","","","KEGG: mmu04060","Secreted Signaling","Il24  - (Il20ra+Il20rb)"
"IL24_IL22RA1_IL20RB","IL24_IL22RA1_IL20RB","IL10","Il24","IL22RA1_IL20RB","","","","","KEGG: mmu04060","Secreted Signaling","Il24  - (Il22ra1+Il20rb)"
"IL22_IL22RA1_IL10RB","IL22_IL22RA1_IL10RB","IL10","Il22","IL22RA1_IL10RB","","","","","KEGG: mmu04060","Secreted Signaling","Il22  - (Il22ra1+Il10rb)"
"IL1A_IL1R1_IL1RAP","IL1A_IL1R1_IL1RAP","IL1","Il1a","IL1R1_IL1RAP","","IL antagonist","","IL1 inhibition receptor","KEGG: mmu04060","Secreted Signaling","Il1a  - (Il1r1+Il1rap)"
"IL18_IL18R1_IL18RAP","IL18_IL18R1_IL18RAP","IL1","Il18","IL18R1_IL18RAP","","","","","KEGG: mmu04060","Secreted Signaling","Il18  - (Il18r1+Il18rap)"
"IL33_IL1RL1_IL1RAP","IL33_IL1RL1_IL1RAP","IL1","Il33","IL1RL1_IL1RAP","","","","","KEGG: mmu04060","Secreted Signaling","Il33  - (Il1rl1+Il1rap)"
"GH1_GHR","GH1_GHR","GH","Gh","Ghr","","","","","KEGG: mmu04060","Secreted Signaling","Gh1  - Ghr"
"PRL_PRLR","PRL_PRLR","PRL","Prl","Prlr","","","","","KEGG: mmu04060; PMID: 23192981","Secreted Signaling","Prl  - Prlr"
"IFNK_IFNAR1_IFNAR2","IFNK_IFNAR1_IFNAR2","IFN-I","Ifnk","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifnk  - (Ifnar1+Ifnar2)"
"IFNE_IFNAR1_IFNAR2","IFNE_IFNAR1_IFNAR2","IFN-I","Ifne","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifne  - (Ifnar1+Ifnar2)"
"IFNA4_IFNAR1_IFNAR2","IFNA4_IFNAR1_IFNAR2","IFN-I","Ifna4","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifna4  - (Ifnar1+Ifnar2)"
"IFNA5_IFNAR1_IFNAR2","IFNA5_IFNAR1_IFNAR2","IFN-I","Ifna5","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifna5  - (Ifnar1+Ifnar2)"
"IFNA6_IFNAR1_IFNAR2","IFNA6_IFNAR1_IFNAR2","IFN-I","Ifna6","IFNAR1_IFNAR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifna6  - (Ifnar1+Ifnar2)"
"IFNG_IFNGR1_IFNGR2","IFNG_IFNGR1_IFNGR2","IFN-II","Ifng","IFNGR1_IFNGR2","","","","","KEGG: mmu04060","Secreted Signaling","Ifng  - (Ifngr1+Ifngr2)"
"LTA_TNFRSF14","LTA_TNFRSF14","LT","Lta","Tnfrsf14","","","","","KEGG: mmu04060","Secreted Signaling","Lta  - Tnfrsf14"
"LTA_LTB_LTBR","LTA_LTB_LTBR","LT","LTa1b2","Ltbr","","","","","PMID: 24248355","Secreted Signaling","Lta  - (Ltb+Ltbr)"
"TNFSF14_LTBR","TNFSF14_LTBR","LIGHT","Tnfsf14","Ltbr","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf14  - Ltbr"
"TNFSF14_TNFRSF14","TNFSF14_TNFRSF14","LIGHT","Tnfsf14","Tnfrsf14","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf14  - Tnfrsf14"
"FASL_FAS","FASL_FAS","FASLG","Fasl","Fas","","","","","KEGG: mmu04060","Secreted Signaling","Fasl  - Fas"
"TNFSF10_TNFRSF10B","TNFSF10_TNFRSF10B","TRAIL","Tnfsf10","Tnfrsf10b","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf10  - Tnfrsf10b"
"NGF_NGFR","NGF_NGFR","NGF","Ngf","Ngfr","","","","","KEGG: mmu04060","Secreted Signaling","Ngf  - Ngfr"
"TNFSF11_TNFRSF11A","TNFSF11_TNFRSF11A","RANKL","Tnfsf11","Tnfrsf11a","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf11  - Tnfrsf11a"
"TNFSF12_TNFRSF12A","TNFSF12_TNFRSF12A","TWEAK","Tnfsf12","Tnfrsf12a","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf12  - Tnfrsf12a"
"TNFSF8_TNFRSF8","TNFSF8_TNFRSF8","CD30","Tnfsf8","Tnfrsf8","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf8  - Tnfrsf8"
"TNFSF4_TNFRSF4","TNFSF4_TNFRSF4","OX40","Tnfsf4","Tnfrsf4","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf4  - Tnfrsf4"
"TNFSF13_TNFRSF17","TNFSF13_TNFRSF17","APRIL","Tnfsf13","Tnfrsf17","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf13  - Tnfrsf17"
"TNFSF13_TNFRSF13B","TNFSF13_TNFRSF13B","APRIL","Tnfsf13","Tnfrsf13b","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf13  - Tnfrsf13b"
"TNFSF13B_TNFRSF17","TNFSF13B_TNFRSF17","BAFF","Tnfsf13b","Tnfrsf17","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf13b  - Tnfrsf17"
"TNFSF13B_TNFRSF13B","TNFSF13B_TNFRSF13B","BAFF","Tnfsf13b","Tnfrsf13b","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf13b  - Tnfrsf13b"
"TNFSF13B_TNFRSF13C","TNFSF13B_TNFRSF13C","BAFF","Tnfsf13b","Tnfrsf13c","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf13b  - Tnfrsf13c"
"CD40LG_ITGA2B_ITGB3","CD40LG_ITGA2B_ITGB3","CD40","Cd40lg","ITGA2B_ITGB3","","","","","PMID: 28676852","Secreted Signaling","Cd40lg  - (Itga2b+Itgb3)"
"CD40LG_ITGA5_ITGB1","CD40LG_ITGA5_ITGB1","CD40","Cd40lg","ITGA5_ITGB1","","","","","PMID: 28676852","Secreted Signaling","Cd40lg  - (Itga5+Itgb1)"
"SPP1_ITGAV_ITGB3","SPP1_ITGAV_ITGB3","SPP1","Spp1","ITGAV_ITGB3","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itgav+Itgb3)"
"SPP1_ITGAV_ITGB1","SPP1_ITGAV_ITGB1","SPP1","Spp1","ITGAV_ITGB1","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itgav+Itgb1)"
"SPP1_ITGAV_ITGB5","SPP1_ITGAV_ITGB5","SPP1","Spp1","ITGAV_ITGB5","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itgav+Itgb5)"
"SPP1_ITGAV_ITGB6","SPP1_ITGAV_ITGB6","SPP1","Spp1","ITGAV_ITGB6","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itgav+Itgb6)"
"SPP1_ITGA9_ITGB1","SPP1_ITGA9_ITGB1","SPP1","Spp1","ITGA9_ITGB1","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itga9+Itgb1)"
"SPP1_ITGA5_ITGB1","SPP1_ITGA5_ITGB1","SPP1","Spp1","ITGA5_ITGB1","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itga5+Itgb1)"
"NAMPT_INSR","NAMPT_INSR","VISFATIN","Nampt","Insr","","","","","PMID: 28490838","Secreted Signaling","Nampt  - Insr"
"NAMPT_ITGA5_ITGB1","NAMPT_ITGA5_ITGB1","VISFATIN","Nampt","ITGA5_ITGB1","","","","","PMID: 28490838","Secreted Signaling","Nampt  - (Itga5+Itgb1)"
"ANGPTL1_ITGA1_ITGB1","ANGPTL1_ITGA1_ITGB1","ANGPTL","Angptl1","ITGA1_ITGB1","","","","","PMID: 24478758","Secreted Signaling","Angptl1  - (Itga1+Itgb1)"
"ANGPTL2_ITGA5_ITGB1","ANGPTL2_ITGA5_ITGB1","ANGPTL","Angptl2","ITGA5_ITGB1","","","","","PMID: 24478758","Secreted Signaling","Angptl2  - (Itga5+Itgb1)"
"ANGPTL4_ITGA5_ITGB1","ANGPTL4_ITGA5_ITGB1","ANGPTL","Angptl4","ITGA5_ITGB1","","","","","PMID: 30049845","Secreted Signaling","Angptl4  - (Itga5+Itgb1)"
"ANGPTL4_ITGAV_ITGB3","ANGPTL4_ITGAV_ITGB3","ANGPTL","Angptl4","ITGAV_ITGB3","","","","","PMID: 30049845","Secreted Signaling","Angptl4  - (Itgav+Itgb3)"
"ANGPTL4_CDH11","ANGPTL4_CDH11","ANGPTL","Angptl4","Cdh11","","","","","PMID: 30049845","Secreted Signaling","Angptl4  - Cdh11"
"ANGPTL4_SDC1","ANGPTL4_SDC1","ANGPTL","Angptl4","Sdc1","","","","","PMID: 29017031","Secreted Signaling","Angptl4  - Sdc1"
"ANGPTL4_SDC4","ANGPTL4_SDC4","ANGPTL","Angptl4","Sdc4","","","","","PMID: 29017031","Secreted Signaling","Angptl4  - Sdc4"
"ANGPTL3_ITGAV_ITGB3","ANGPTL3_ITGAV_ITGB3","ANGPTL","Angptl3","ITGAV_ITGB3","","","","","PMID: 11877390","Secreted Signaling","Angptl3  - (Itgav+Itgb3)"
"ANGPT2_ITGA5_ITGB1","ANGPT2_ITGA5_ITGB1","ANGPT","Angpt2","ITGA5_ITGB1","","","","ANGPT inhibition receptor 2","PMID: 20651738; PMID: 25635707","Secreted Signaling","Angpt2  - (Itga5+Itgb1)"
"MDK_SDC1","MDK_SDC1","MK","Mdk","Sdc1","","","","","PMID: 28356350","Secreted Signaling","Mdk  - Sdc1"
"MDK_SDC4","MDK_SDC4","MK","Mdk","Sdc4","","","","","PMID: 28356350","Secreted Signaling","Mdk  - Sdc4"
"GAL_GALR3","GAL_GALR3","GALANIN","Gal","Galr3","","","","","KEGG: mmu04080","Secreted Signaling","Gal  - Galr3"
"POMC_MC2R","POMC_MC2R","MELANOCORTIN","Pomc","Mc2r","","","","","KEGG: mmu04080","Secreted Signaling","Pomc  - Mc2r"
"NPFF_NPFFR1","NPFF_NPFFR1","NPFF","Npff","Npffr1","","","","","KEGG: mmu04080","Secreted Signaling","Npff  - Npffr1"
"PPY_NPY2R","PPY_NPY2R","NPY","Ppy","Npy2r","","","","","KEGG: mmu04080","Secreted Signaling","Ppy  - Npy2r"
"PPY_NPY6R","PPY_NPY6R","NPY","Ppy","Npy6r","","","","","KEGG: mmu04080","Secreted Signaling","Ppy  - Npy6r"
"PPY_GPR83","PPY_GPR83","NPY","Ppy","Gpr83","","","","","KEGG: mmu04080","Secreted Signaling","Ppy  - Gpr83"
"PENK_OPRD1","PENK_OPRD1","OPIOID","Penk","Oprd1","","","","","KEGG: mmu04080","Secreted Signaling","Penk  - Oprd1"
"PENK_OPRM1","PENK_OPRM1","OPIOID","Penk","Oprm1","","","","","KEGG: mmu04080","Secreted Signaling","Penk  - Oprm1"
"POMC_OPRD1","POMC_OPRD1","OPIOID","Pomc","Oprd1","","","","","KEGG: mmu04080","Secreted Signaling","Pomc  - Oprd1"
"POMC_OPRM1","POMC_OPRM1","OPIOID","Pomc","Oprm1","","","","","KEGG: mmu04080","Secreted Signaling","Pomc  - Oprm1"
"HCRT_HCRTR2","HCRT_HCRTR2","HCRT","Hcrt","Hcrtr2","","","","","KEGG: mmu04080","Secreted Signaling","Hcrt  - Hcrtr2"
"CORT_SSTR3","CORT_SSTR3","SOMATOSTATIN","Cort","Sstr3","","","","","KEGG: mmu04080","Secreted Signaling","Cort  - Sstr3"
"TAC4_TACR1","TAC4_TACR1","TAC","Tac4","Tacr1","","","","","KEGG: mmu04080","Secreted Signaling","Tac4  - Tacr1"
"TRY5_F2R","TRY5_F2R","PARs","Try5","F2r","","","","","KEGG: mmu04080","Secreted Signaling","Try5  - F2r"
"CTSG_F2R","CTSG_F2R","PARs","Ctsg","F2r","","","","","KEGG: mmu04080","Secreted Signaling","Ctsg  - F2r"
"F2_F2R","F2_F2R","PARs","F2","F2r","","","","","KEGG: mmu04080","Secreted Signaling","F2  - F2r"
"GZMA_F2R","GZMA_F2R","PARs","Gzma","F2r","","","","","KEGG: mmu04080","Secreted Signaling","Gzma  - F2r"
"PRSS2_F2R","PRSS2_F2R","PARs","Prss2","F2r","","","","","KEGG: mmu04080","Secreted Signaling","Prss2  - F2r"
"TRY10_F2R","TRY10_F2R","PARs","Try10","F2r","","","","","KEGG: mmu04080","Secreted Signaling","Try10  - F2r"
"TRY5_F2RL1","TRY5_F2RL1","PARs","Try5","F2rl1","","","","","KEGG: mmu04080","Secreted Signaling","Try5  - F2rl1"
"CTSG_F2RL1","CTSG_F2RL1","PARs","Ctsg","F2rl1","","","","","KEGG: mmu04080","Secreted Signaling","Ctsg  - F2rl1"
"F2_F2RL1","F2_F2RL1","PARs","F2","F2rl1","","","","","KEGG: mmu04080","Secreted Signaling","F2  - F2rl1"
"GZMA_F2RL1","GZMA_F2RL1","PARs","Gzma","F2rl1","","","","","KEGG: mmu04080","Secreted Signaling","Gzma  - F2rl1"
"PRSS2_F2RL1","PRSS2_F2RL1","PARs","Prss2","F2rl1","","","","","KEGG: mmu04080","Secreted Signaling","Prss2  - F2rl1"
"TRY10_F2RL1","TRY10_F2RL1","PARs","Try10","F2rl1","","","","","KEGG: mmu04080","Secreted Signaling","Try10  - F2rl1"
"TRY5_F2RL2","TRY5_F2RL2","PARs","Try5","F2rl2","","","","","KEGG: mmu04080","Secreted Signaling","Try5  - F2rl2"
"CTSG_F2RL2","CTSG_F2RL2","PARs","Ctsg","F2rl2","","","","","KEGG: mmu04080","Secreted Signaling","Ctsg  - F2rl2"
"F2_F2RL2","F2_F2RL2","PARs","F2","F2rl2","","","","","KEGG: mmu04080","Secreted Signaling","F2  - F2rl2"
"GZMA_F2RL2","GZMA_F2RL2","PARs","Gzma","F2rl2","","","","","KEGG: mmu04080","Secreted Signaling","Gzma  - F2rl2"
"PRSS2_F2RL2","PRSS2_F2RL2","PARs","Prss2","F2rl2","","","","","KEGG: mmu04080","Secreted Signaling","Prss2  - F2rl2"
"TRY10_F2RL2","TRY10_F2RL2","PARs","Try10","F2rl2","","","","","KEGG: mmu04080","Secreted Signaling","Try10  - F2rl2"
"TRY5_F2RL3","TRY5_F2RL3","PARs","Try5","F2rl3","","","","","KEGG: mmu04080","Secreted Signaling","Try5  - F2rl3"
"CTSG_F2RL3","CTSG_F2RL3","PARs","Ctsg","F2rl3","","","","","KEGG: mmu04080","Secreted Signaling","Ctsg  - F2rl3"
"F2_F2RL3","F2_F2RL3","PARs","F2","F2rl3","","","","","KEGG: mmu04080","Secreted Signaling","F2  - F2rl3"
"GZMA_F2RL3","GZMA_F2RL3","PARs","Gzma","F2rl3","","","","","KEGG: mmu04080","Secreted Signaling","Gzma  - F2rl3"
"PRSS2_F2RL3","PRSS2_F2RL3","PARs","Prss2","F2rl3","","","","","KEGG: mmu04080","Secreted Signaling","Prss2  - F2rl3"
"TRY10_F2RL3","TRY10_F2RL3","PARs","Try10","F2rl3","","","","","KEGG: mmu04080","Secreted Signaling","Try10  - F2rl3"
"PROK2_PROKR1","PROK2_PROKR1","PROK","Prok2","Prokr1","","","","","PMID: 24496457","Secreted Signaling","Prok2  - Prokr1"
