"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"FASL_FAS","FASL_FAS","FASLG","Fasl","Fas","","","","","KEGG: mmu04060","Secreted Signaling","Fasl  - Fas"
"TNFSF10_TNFRSF10B","TNFSF10_TNFRSF10B","TRAIL","Tnfsf10","Tnfrsf10b","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf10  - Tnfrsf10b"
"EDA_EDA2R","EDA_EDA2R","EDA","Eda","Eda2r","","","","","KEGG: mmu04060","Secreted Signaling","Eda  - Eda2r"
"TNFSF11_TNFRSF11A","TNFSF11_TNFRSF11A","RANKL","Tnfsf11","Tnfrsf11a","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf11  - Tnfrsf11a"
"TNFSF12_TNFRSF12A","TNFSF12_TNFRSF12A","TWEAK","Tnfsf12","Tnfrsf12a","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf12  - Tnfrsf12a"
"TNFSF8_TNFRSF8","TNFSF8_TNFRSF8","CD30","Tnfsf8","Tnfrsf8","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf8  - Tnfrsf8"
"TNFSF9_TNFRSF9","TNFSF9_TNFRSF9","CD137","Tnfsf9","Tnfrsf9","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf9  - Tnfrsf9"
"TNFSF4_TNFRSF4","TNFSF4_TNFRSF4","OX40","Tnfsf4","Tnfrsf4","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf4  - Tnfrsf4"
"TNFSF18_TNFRSF18","TNFSF18_TNFRSF18","GITRL","Tnfsf18","Tnfrsf18","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf18  - Tnfrsf18"
"TNFSF13_TNFRSF17","TNFSF13_TNFRSF17","APRIL","Tnfsf13","Tnfrsf17","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf13  - Tnfrsf17"
"TNFSF13_TNFRSF13B","TNFSF13_TNFRSF13B","APRIL","Tnfsf13","Tnfrsf13b","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf13  - Tnfrsf13b"
"TNFSF13B_TNFRSF17","TNFSF13B_TNFRSF17","BAFF","Tnfsf13b","Tnfrsf17","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf13b  - Tnfrsf17"
"TNFSF13B_TNFRSF13B","TNFSF13B_TNFRSF13B","BAFF","Tnfsf13b","Tnfrsf13b","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf13b  - Tnfrsf13b"
"TNFSF13B_TNFRSF13C","TNFSF13B_TNFRSF13C","BAFF","Tnfsf13b","Tnfrsf13c","","","","","KEGG: mmu04060","Secreted Signaling","Tnfsf13b  - Tnfrsf13c"
"CD40LG_ITGA2B_ITGB3","CD40LG_ITGA2B_ITGB3","CD40","Cd40lg","ITGA2B_ITGB3","","","","","PMID: 28676852","Secreted Signaling","Cd40lg  - (Itga2b+Itgb3)"
"CD40LG_ITGA5_ITGB1","CD40LG_ITGA5_ITGB1","CD40","Cd40lg","ITGA5_ITGB1","","","","","PMID: 28676852","Secreted Signaling","Cd40lg  - (Itga5+Itgb1)"
"SPP1_ITGAV_ITGB3","SPP1_ITGAV_ITGB3","SPP1","Spp1","ITGAV_ITGB3","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itgav+Itgb3)"
"SPP1_ITGAV_ITGB1","SPP1_ITGAV_ITGB1","SPP1","Spp1","ITGAV_ITGB1","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itgav+Itgb1)"
"SPP1_ITGAV_ITGB5","SPP1_ITGAV_ITGB5","SPP1","Spp1","ITGAV_ITGB5","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itgav+Itgb5)"
"SPP1_ITGAV_ITGB6","SPP1_ITGAV_ITGB6","SPP1","Spp1","ITGAV_ITGB6","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itgav+Itgb6)"
"SPP1_ITGA9_ITGB1","SPP1_ITGA9_ITGB1","SPP1","Spp1","ITGA9_ITGB1","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itga9+Itgb1)"
"SPP1_ITGA8_ITGB1","SPP1_ITGA8_ITGB1","SPP1","Spp1","ITGA8_ITGB1","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itga8+Itgb1)"
"SPP1_ITGA5_ITGB1","SPP1_ITGA5_ITGB1","SPP1","Spp1","ITGA5_ITGB1","","","","","PMID: 21907263","Secreted Signaling","Spp1  - (Itga5+Itgb1)"
"RETN_TLR4","RETN_TLR4","RESISTIN","Retn","Tlr4","","","","","PMID: 30809105","Secreted Signaling","Retn  - Tlr4"
"NAMPT_INSR","NAMPT_INSR","VISFATIN","Nampt","Insr","","","","","PMID: 28490838","Secreted Signaling","Nampt  - Insr"
"NAMPT_ITGA5_ITGB1","NAMPT_ITGA5_ITGB1","VISFATIN","Nampt","ITGA5_ITGB1","","","","","PMID: 28490838","Secreted Signaling","Nampt  - (Itga5+Itgb1)"
"ANGPTL2_ITGA5_ITGB1","ANGPTL2_ITGA5_ITGB1","ANGPTL","Angptl2","ITGA5_ITGB1","","","","","PMID: 24478758","Secreted Signaling","Angptl2  - (Itga5+Itgb1)"
"ANGPTL2_TLR4","ANGPTL2_TLR4","ANGPTL","Angptl2","Tlr4","","","","","PMID: 24478758","Secreted Signaling","Angptl2  - Tlr4"
"ANGPTL3_ITGAV_ITGB3","ANGPTL3_ITGAV_ITGB3","ANGPTL","Angptl3","ITGAV_ITGB3","","","","","PMID: 11877390","Secreted Signaling","Angptl3  - (Itgav+Itgb3)"
"NPFF_NPFFR1","NPFF_NPFFR1","NPFF","Npff","Npffr1","","","","","KEGG: mmu04080","Secreted Signaling","Npff  - Npffr1"
"PENK_OPRK1","PENK_OPRK1","OPIOID","Penk","Oprk1","","","","","KEGG: mmu04080","Secreted Signaling","Penk  - Oprk1"
"PENK_OPRM1","PENK_OPRM1","OPIOID","Penk","Oprm1","","","","","KEGG: mmu04080","Secreted Signaling","Penk  - Oprm1"
"POMC_OPRK1","POMC_OPRK1","OPIOID","Pomc","Oprk1","","","","","KEGG: mmu04080","Secreted Signaling","Pomc  - Oprk1"
"POMC_OPRM1","POMC_OPRM1","OPIOID","Pomc","Oprm1","","","","","KEGG: mmu04080","Secreted Signaling","Pomc  - Oprm1"
"TAC4_TACR1","TAC4_TACR1","TAC","Tac4","Tacr1","","","","","KEGG: mmu04080","Secreted Signaling","Tac4  - Tacr1"
"TRY5_F2R","TRY5_F2R","PARs","Try5","F2r","","","","","KEGG: mmu04080","Secreted Signaling","Try5  - F2r"
"CTSG_F2R","CTSG_F2R","PARs","Ctsg","F2r","","","","","KEGG: mmu04080","Secreted Signaling","Ctsg  - F2r"
"F2_F2R","F2_F2R","PARs","F2","F2r","","","","","KEGG: mmu04080","Secreted Signaling","F2  - F2r"
"GZMA_F2R","GZMA_F2R","PARs","Gzma","F2r","","","","","KEGG: mmu04080","Secreted Signaling","Gzma  - F2r"
"PRSS2_F2R","PRSS2_F2R","PARs","Prss2","F2r","","","","","KEGG: mmu04080","Secreted Signaling","Prss2  - F2r"
"TRY5_F2RL1","TRY5_F2RL1","PARs","Try5","F2rl1","","","","","KEGG: mmu04080","Secreted Signaling","Try5  - F2rl1"
"CTSG_F2RL1","CTSG_F2RL1","PARs","Ctsg","F2rl1","","","","","KEGG: mmu04080","Secreted Signaling","Ctsg  - F2rl1"
"F2_F2RL1","F2_F2RL1","PARs","F2","F2rl1","","","","","KEGG: mmu04080","Secreted Signaling","F2  - F2rl1"
"GZMA_F2RL1","GZMA_F2RL1","PARs","Gzma","F2rl1","","","","","KEGG: mmu04080","Secreted Signaling","Gzma  - F2rl1"
"PRSS2_F2RL1","PRSS2_F2RL1","PARs","Prss2","F2rl1","","","","","KEGG: mmu04080","Secreted Signaling","Prss2  - F2rl1"
"TRY5_F2RL2","TRY5_F2RL2","PARs","Try5","F2rl2","","","","","KEGG: mmu04080","Secreted Signaling","Try5  - F2rl2"
"CTSG_F2RL2","CTSG_F2RL2","PARs","Ctsg","F2rl2","","","","","KEGG: mmu04080","Secreted Signaling","Ctsg  - F2rl2"
"F2_F2RL2","F2_F2RL2","PARs","F2","F2rl2","","","","","KEGG: mmu04080","Secreted Signaling","F2  - F2rl2"
"GZMA_F2RL2","GZMA_F2RL2","PARs","Gzma","F2rl2","","","","","KEGG: mmu04080","Secreted Signaling","Gzma  - F2rl2"
"PRSS2_F2RL2","PRSS2_F2RL2","PARs","Prss2","F2rl2","","","","","KEGG: mmu04080","Secreted Signaling","Prss2  - F2rl2"
"TRY5_F2RL3","TRY5_F2RL3","PARs","Try5","F2rl3","","","","","KEGG: mmu04080","Secreted Signaling","Try5  - F2rl3"
"CTSG_F2RL3","CTSG_F2RL3","PARs","Ctsg","F2rl3","","","","","KEGG: mmu04080","Secreted Signaling","Ctsg  - F2rl3"
"F2_F2RL3","F2_F2RL3","PARs","F2","F2rl3","","","","","KEGG: mmu04080","Secreted Signaling","F2  - F2rl3"
"GZMA_F2RL3","GZMA_F2RL3","PARs","Gzma","F2rl3","","","","","KEGG: mmu04080","Secreted Signaling","Gzma  - F2rl3"
"PRSS2_F2RL3","PRSS2_F2RL3","PARs","Prss2","F2rl3","","","","","KEGG: mmu04080","Secreted Signaling","Prss2  - F2rl3"
"TRY5_PARD3","TRY5_PARD3","PARs","Try5","Pard3","","","","","KEGG: mmu04080","Secreted Signaling","Try5  - Pard3"
"CTSG_PARD3","CTSG_PARD3","PARs","Ctsg","Pard3","","","","","KEGG: mmu04080","Secreted Signaling","Ctsg  - Pard3"
"F2_PARD3","F2_PARD3","PARs","F2","Pard3","","","","","KEGG: mmu04080","Secreted Signaling","F2  - Pard3"
"GZMA_PARD3","GZMA_PARD3","PARs","Gzma","Pard3","","","","","KEGG: mmu04080","Secreted Signaling","Gzma  - Pard3"
"PRSS2_PARD3","PRSS2_PARD3","PARs","Prss2","Pard3","","","","","KEGG: mmu04080","Secreted Signaling","Prss2  - Pard3"
"PROK2_PROKR1","PROK2_PROKR1","PROK","Prok2","Prokr1","","","","","PMID: 24496457","Secreted Signaling","Prok2  - Prokr1"
"KITL_KIT","KITL_KIT","KIT","Kitl","Kit","","","","","KEGG: mmu04080","Secreted Signaling","Kitl  - Kit"
"SEMA3A_NRP1_PLXNA1","SEMA3A_NRP1_PLXNA1","SEMA3","Sema3a","NRP1_PLXNA1","","","","","PMID: 27533782","Secreted Signaling","Sema3a  - (Nrp1+Plxna1)"
"SEMA3A_NRP1_PLXNA2","SEMA3A_NRP1_PLXNA2","SEMA3","Sema3a","NRP1_PLXNA2","","","","","PMID: 27533782","Secreted Signaling","Sema3a  - (Nrp1+Plxna2)"
"SEMA3A_NRP1_PLXNA3","SEMA3A_NRP1_PLXNA3","SEMA3","Sema3a","NRP1_PLXNA3","","","","","PMID: 27533782","Secreted Signaling","Sema3a  - (Nrp1+Plxna3)"
"SEMA3A_NRP1_PLXNA4","SEMA3A_NRP1_PLXNA4","SEMA3","Sema3a","NRP1_PLXNA4","","","","","PMID: 27533782","Secreted Signaling","Sema3a  - (Nrp1+Plxna4)"
"SEMA3D_NRP1_PLXNA1","SEMA3D_NRP1_PLXNA1","SEMA3","Sema3d","NRP1_PLXNA1","","","","","PMID: 27533782","Secreted Signaling","Sema3d  - (Nrp1+Plxna1)"
"SEMA3D_NRP1_PLXNA2","SEMA3D_NRP1_PLXNA2","SEMA3","Sema3d","NRP1_PLXNA2","","","","","PMID: 27533782","Secreted Signaling","Sema3d  - (Nrp1+Plxna2)"
"SEMA3D_NRP1_PLXNA3","SEMA3D_NRP1_PLXNA3","SEMA3","Sema3d","NRP1_PLXNA3","","","","","PMID: 27533782","Secreted Signaling","Sema3d  - (Nrp1+Plxna3)"
"SEMA3D_NRP1_PLXNA4","SEMA3D_NRP1_PLXNA4","SEMA3","Sema3d","NRP1_PLXNA4","","","","","PMID: 27533782","Secreted Signaling","Sema3d  - (Nrp1+Plxna4)"
"SEMA3D_NRP2_PLXNA1","SEMA3D_NRP2_PLXNA1","SEMA3","Sema3d","NRP2_PLXNA1","","","","","PMID: 27533782","Secreted Signaling","Sema3d  - (Nrp2+Plxna1)"
"SEMA3D_NRP2_PLXNA2","SEMA3D_NRP2_PLXNA2","SEMA3","Sema3d","NRP2_PLXNA2","","","","","PMID: 27533782","Secreted Signaling","Sema3d  - (Nrp2+Plxna2)"
"SEMA3D_NRP2_PLXNA3","SEMA3D_NRP2_PLXNA3","SEMA3","Sema3d","NRP2_PLXNA3","","","","","PMID: 27533782","Secreted Signaling","Sema3d  - (Nrp2+Plxna3)"
"SEMA3D_NRP2_PLXNA4","SEMA3D_NRP2_PLXNA4","SEMA3","Sema3d","NRP2_PLXNA4","","","","","PMID: 27533782","Secreted Signaling","Sema3d  - (Nrp2+Plxna4)"
"SEMA3F_NRP2_PLXNA1","SEMA3F_NRP2_PLXNA1","SEMA3","Sema3f","NRP2_PLXNA1","","","","","PMID: 27533782","Secreted Signaling","Sema3f  - (Nrp2+Plxna1)"
"SEMA3F_NRP2_PLXNA2","SEMA3F_NRP2_PLXNA2","SEMA3","Sema3f","NRP2_PLXNA2","","","","","PMID: 27533782","Secreted Signaling","Sema3f  - (Nrp2+Plxna2)"
"SEMA3F_NRP2_PLXNA3","SEMA3F_NRP2_PLXNA3","SEMA3","Sema3f","NRP2_PLXNA3","","","","","PMID: 27533782","Secreted Signaling","Sema3f  - (Nrp2+Plxna3)"
"SEMA3F_NRP2_PLXNA4","SEMA3F_NRP2_PLXNA4","SEMA3","Sema3f","NRP2_PLXNA4","","","","","PMID: 27533782","Secreted Signaling","Sema3f  - (Nrp2+Plxna4)"
"SEMA3G_NRP2_PLXNA1","SEMA3G_NRP2_PLXNA1","SEMA3","Sema3g","NRP2_PLXNA1","","","","","PMID: 27533782","Secreted Signaling","Sema3g  - (Nrp2+Plxna1)"
"SEMA3G_NRP2_PLXNA2","SEMA3G_NRP2_PLXNA2","SEMA3","Sema3g","NRP2_PLXNA2","","","","","PMID: 27533782","Secreted Signaling","Sema3g  - (Nrp2+Plxna2)"
"SEMA3G_NRP2_PLXNA3","SEMA3G_NRP2_PLXNA3","SEMA3","Sema3g","NRP2_PLXNA3","","","","","PMID: 27533782","Secreted Signaling","Sema3g  - (Nrp2+Plxna3)"
"SEMA3G_NRP2_PLXNA4","SEMA3G_NRP2_PLXNA4","SEMA3","Sema3g","NRP2_PLXNA4","","","","","PMID: 27533782","Secreted Signaling","Sema3g  - (Nrp2+Plxna4)"
"GAS6_AXL","GAS6_AXL","GAS","Gas6","Axl","","","","","PMID: 27801848","Secreted Signaling","Gas6  - Axl"
"GAS6_TYRO3","GAS6_TYRO3","GAS","Gas6","Tyro3","","","","","PMID: 27801848","Secreted Signaling","Gas6  - Tyro3"
"GH_GHR","GH_GHR","GH","Gh","Ghr","","","","","PMID: 10551877","Secreted Signaling","Gh  - Ghr"
"GH_PRLR","GH_PRLR","GH","Gh","Prlr","","","","","PMID: 23192981","Secreted Signaling","Gh  - Prlr"
"INSL3_RXFP1","INSL3_RXFP1","RLN","Insl3","Rxfp1","","","","","KEGG: mmu04080","Secreted Signaling","Insl3  - Rxfp1"
"INSL3_RXFP4","INSL3_RXFP4","RLN","Insl3","Rxfp4","","","","","KEGG: mmu04080","Secreted Signaling","Insl3  - Rxfp4"
"RLN3_RXFP1","RLN3_RXFP1","RLN","Rln3","Rxfp1","","","","","KEGG: mmu04080","Secreted Signaling","Rln3  - Rxfp1"
"RLN3_RXFP4","RLN3_RXFP4","RLN","Rln3","Rxfp4","","","","","KEGG: mmu04080","Secreted Signaling","Rln3  - Rxfp4"
"COL1A1_ITGA2_ITGB1","COL1A1_ITGA2_ITGB1","COLLAGEN","Col1a1","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col1a1  - (Itga2+Itgb1)"
"COL4A1_ITGA2_ITGB1","COL4A1_ITGA2_ITGB1","COLLAGEN","Col4a1","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a1  - (Itga2+Itgb1)"
"COL4A3_ITGA2_ITGB1","COL4A3_ITGA2_ITGB1","COLLAGEN","Col4a3","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a3  - (Itga2+Itgb1)"
"COL4A5_ITGA2_ITGB1","COL4A5_ITGA2_ITGB1","COLLAGEN","Col4a5","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a5  - (Itga2+Itgb1)"
"COL4A6_ITGA2_ITGB1","COL4A6_ITGA2_ITGB1","COLLAGEN","Col4a6","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a6  - (Itga2+Itgb1)"
"COL9A1_ITGA2_ITGB1","COL9A1_ITGA2_ITGB1","COLLAGEN","Col9a1","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col9a1  - (Itga2+Itgb1)"
"COL9A3_ITGA2_ITGB1","COL9A3_ITGA2_ITGB1","COLLAGEN","Col9a3","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col9a3  - (Itga2+Itgb1)"
"LAMA2_ITGA2_ITGB1","LAMA2_ITGA2_ITGB1","LAMININ","Lama2","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama2  - (Itga2+Itgb1)"
"LAMA3_ITGA2_ITGB1","LAMA3_ITGA2_ITGB1","LAMININ","Lama3","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama3  - (Itga2+Itgb1)"
"LAMA5_ITGA2_ITGB1","LAMA5_ITGA2_ITGB1","LAMININ","Lama5","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama5  - (Itga2+Itgb1)"
"LAMB1_ITGA2_ITGB1","LAMB1_ITGA2_ITGB1","LAMININ","Lamb1","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb1  - (Itga2+Itgb1)"
"LAMB2_ITGA2_ITGB1","LAMB2_ITGA2_ITGB1","LAMININ","Lamb2","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb2  - (Itga2+Itgb1)"
"LAMB3_ITGA2_ITGB1","LAMB3_ITGA2_ITGB1","LAMININ","Lamb3","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb3  - (Itga2+Itgb1)"
"LAMC1_ITGA2_ITGB1","LAMC1_ITGA2_ITGB1","LAMININ","Lamc1","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc1  - (Itga2+Itgb1)"
"LAMC3_ITGA2_ITGB1","LAMC3_ITGA2_ITGB1","LAMININ","Lamc3","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc3  - (Itga2+Itgb1)"
"CHAD_ITGA2_ITGB1","CHAD_ITGA2_ITGB1","CHAD","Chad","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Chad  - (Itga2+Itgb1)"
"LAMA2_ITGA3_ITGB1","LAMA2_ITGA3_ITGB1","LAMININ","Lama2","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama2  - (Itga3+Itgb1)"
"LAMA3_ITGA3_ITGB1","LAMA3_ITGA3_ITGB1","LAMININ","Lama3","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama3  - (Itga3+Itgb1)"
"LAMA5_ITGA3_ITGB1","LAMA5_ITGA3_ITGB1","LAMININ","Lama5","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama5  - (Itga3+Itgb1)"
"LAMB1_ITGA3_ITGB1","LAMB1_ITGA3_ITGB1","LAMININ","Lamb1","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb1  - (Itga3+Itgb1)"
"LAMB2_ITGA3_ITGB1","LAMB2_ITGA3_ITGB1","LAMININ","Lamb2","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb2  - (Itga3+Itgb1)"
"LAMB3_ITGA3_ITGB1","LAMB3_ITGA3_ITGB1","LAMININ","Lamb3","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb3  - (Itga3+Itgb1)"
"LAMC1_ITGA3_ITGB1","LAMC1_ITGA3_ITGB1","LAMININ","Lamc1","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc1  - (Itga3+Itgb1)"
"LAMC3_ITGA3_ITGB1","LAMC3_ITGA3_ITGB1","LAMININ","Lamc3","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc3  - (Itga3+Itgb1)"
"RELN_ITGA3_ITGB1","RELN_ITGA3_ITGB1","RELN","Reln","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Reln  - (Itga3+Itgb1)"
"THBS3_ITGA3_ITGB1","THBS3_ITGA3_ITGB1","THBS","Thbs3","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Thbs3  - (Itga3+Itgb1)"
"COL1A1_ITGA3_ITGB1","COL1A1_ITGA3_ITGB1","COLLAGEN","Col1a1","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col1a1  - (Itga3+Itgb1)"
"COL4A1_ITGA3_ITGB1","COL4A1_ITGA3_ITGB1","COLLAGEN","Col4a1","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a1  - (Itga3+Itgb1)"
"COL4A3_ITGA3_ITGB1","COL4A3_ITGA3_ITGB1","COLLAGEN","Col4a3","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a3  - (Itga3+Itgb1)"
"COL4A5_ITGA3_ITGB1","COL4A5_ITGA3_ITGB1","COLLAGEN","Col4a5","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a5  - (Itga3+Itgb1)"
"COL4A6_ITGA3_ITGB1","COL4A6_ITGA3_ITGB1","COLLAGEN","Col4a6","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a6  - (Itga3+Itgb1)"
"COL9A1_ITGA3_ITGB1","COL9A1_ITGA3_ITGB1","COLLAGEN","Col9a1","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col9a1  - (Itga3+Itgb1)"
"COL9A3_ITGA3_ITGB1","COL9A3_ITGA3_ITGB1","COLLAGEN","Col9a3","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col9a3  - (Itga3+Itgb1)"
"LAMA2_ITGA7_ITGB1","LAMA2_ITGA7_ITGB1","LAMININ","Lama2","ITGA7_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama2  - (Itga7+Itgb1)"
"LAMA3_ITGA7_ITGB1","LAMA3_ITGA7_ITGB1","LAMININ","Lama3","ITGA7_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama3  - (Itga7+Itgb1)"
"LAMA5_ITGA7_ITGB1","LAMA5_ITGA7_ITGB1","LAMININ","Lama5","ITGA7_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama5  - (Itga7+Itgb1)"
"LAMB1_ITGA7_ITGB1","LAMB1_ITGA7_ITGB1","LAMININ","Lamb1","ITGA7_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb1  - (Itga7+Itgb1)"
"LAMB2_ITGA7_ITGB1","LAMB2_ITGA7_ITGB1","LAMININ","Lamb2","ITGA7_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb2  - (Itga7+Itgb1)"
"LAMB3_ITGA7_ITGB1","LAMB3_ITGA7_ITGB1","LAMININ","Lamb3","ITGA7_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb3  - (Itga7+Itgb1)"
"LAMC1_ITGA7_ITGB1","LAMC1_ITGA7_ITGB1","LAMININ","Lamc1","ITGA7_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc1  - (Itga7+Itgb1)"
"LAMC3_ITGA7_ITGB1","LAMC3_ITGA7_ITGB1","LAMININ","Lamc3","ITGA7_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc3  - (Itga7+Itgb1)"
"TNN_ITGA8_ITGB1","TNN_ITGA8_ITGB1","TENASCIN","Tnn","ITGA8_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Tnn  - (Itga8+Itgb1)"
"TNXB_ITGA8_ITGB1","TNXB_ITGA8_ITGB1","TENASCIN","Tnxb","ITGA8_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Tnxb  - (Itga8+Itgb1)"
"NPNT1_ITGA8_ITGB1","NPNT1_ITGA8_ITGB1","NPNT","Npnt complex 1","ITGA8_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Npnt1  - (Itga8+Itgb1)"
"NPNT2_ITGA8_ITGB1","NPNT2_ITGA8_ITGB1","NPNT","Npnt complex 2","ITGA8_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Npnt2  - (Itga8+Itgb1)"
"TNN_ITGA9_ITGB1","TNN_ITGA9_ITGB1","TENASCIN","Tnn","ITGA9_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Tnn  - (Itga9+Itgb1)"
"TNXB_ITGA9_ITGB1","TNXB_ITGA9_ITGB1","TENASCIN","Tnxb","ITGA9_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Tnxb  - (Itga9+Itgb1)"
"COL1A1_ITGA9_ITGB1","COL1A1_ITGA9_ITGB1","COLLAGEN","Col1a1","ITGA9_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col1a1  - (Itga9+Itgb1)"
"COL4A1_ITGA9_ITGB1","COL4A1_ITGA9_ITGB1","COLLAGEN","Col4a1","ITGA9_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a1  - (Itga9+Itgb1)"
"COL4A3_ITGA9_ITGB1","COL4A3_ITGA9_ITGB1","COLLAGEN","Col4a3","ITGA9_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a3  - (Itga9+Itgb1)"
"COL4A5_ITGA9_ITGB1","COL4A5_ITGA9_ITGB1","COLLAGEN","Col4a5","ITGA9_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a5  - (Itga9+Itgb1)"
"COL4A6_ITGA9_ITGB1","COL4A6_ITGA9_ITGB1","COLLAGEN","Col4a6","ITGA9_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a6  - (Itga9+Itgb1)"
"COL9A1_ITGA9_ITGB1","COL9A1_ITGA9_ITGB1","COLLAGEN","Col9a1","ITGA9_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col9a1  - (Itga9+Itgb1)"
"COL9A3_ITGA9_ITGB1","COL9A3_ITGA9_ITGB1","COLLAGEN","Col9a3","ITGA9_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col9a3  - (Itga9+Itgb1)"
"LAMA2_ITGA9_ITGB1","LAMA2_ITGA9_ITGB1","LAMININ","Lama2","ITGA9_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama2  - (Itga9+Itgb1)"
"LAMA3_ITGA9_ITGB1","LAMA3_ITGA9_ITGB1","LAMININ","Lama3","ITGA9_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama3  - (Itga9+Itgb1)"
"LAMA5_ITGA9_ITGB1","LAMA5_ITGA9_ITGB1","LAMININ","Lama5","ITGA9_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama5  - (Itga9+Itgb1)"
