"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"WNT10A_FZD10_LRP6","WNT10A_FZD10_LRP6","WNT","Wnt10a","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd10+Lrp6)"
"WNT10A_FZD2_LRP6","WNT10A_FZD2_LRP6","WNT","Wnt10a","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd2+Lrp6)"
"WNT10A_FZD3_LRP6","WNT10A_FZD3_LRP6","WNT","Wnt10a","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd3+Lrp6)"
"WNT10A_FZD4_LRP6","WNT10A_FZD4_LRP6","WNT","Wnt10a","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd4+Lrp6)"
"WNT10A_FZD5_LRP6","WNT10A_FZD5_LRP6","WNT","Wnt10a","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd5+Lrp6)"
"WNT10A_FZD6_LRP6","WNT10A_FZD6_LRP6","WNT","Wnt10a","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd6+Lrp6)"
"WNT10A_FZD7_LRP6","WNT10A_FZD7_LRP6","WNT","Wnt10a","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd7+Lrp6)"
"WNT10A_FZD8_LRP6","WNT10A_FZD8_LRP6","WNT","Wnt10a","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd8+Lrp6)"
"WNT10A_FZD9_LRP6","WNT10A_FZD9_LRP6","WNT","Wnt10a","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd9+Lrp6)"
"WNT10B_FZD1_LRP6","WNT10B_FZD1_LRP6","WNT","Wnt10b","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd1+Lrp6)"
"WNT10B_FZD10_LRP6","WNT10B_FZD10_LRP6","WNT","Wnt10b","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd10+Lrp6)"
"WNT10B_FZD2_LRP6","WNT10B_FZD2_LRP6","WNT","Wnt10b","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd2+Lrp6)"
"WNT10B_FZD3_LRP6","WNT10B_FZD3_LRP6","WNT","Wnt10b","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd3+Lrp6)"
"WNT10B_FZD4_LRP6","WNT10B_FZD4_LRP6","WNT","Wnt10b","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd4+Lrp6)"
"WNT10B_FZD5_LRP6","WNT10B_FZD5_LRP6","WNT","Wnt10b","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd5+Lrp6)"
"WNT10B_FZD6_LRP6","WNT10B_FZD6_LRP6","WNT","Wnt10b","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd6+Lrp6)"
"WNT10B_FZD7_LRP6","WNT10B_FZD7_LRP6","WNT","Wnt10b","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd7+Lrp6)"
"WNT10B_FZD8_LRP6","WNT10B_FZD8_LRP6","WNT","Wnt10b","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd8+Lrp6)"
"WNT10B_FZD9_LRP6","WNT10B_FZD9_LRP6","WNT","Wnt10b","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd9+Lrp6)"
"WNT2_FZD1_LRP6","WNT2_FZD1_LRP6","WNT","Wnt2","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd1+Lrp6)"
"WNT2_FZD10_LRP6","WNT2_FZD10_LRP6","WNT","Wnt2","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd10+Lrp6)"
"WNT2_FZD2_LRP6","WNT2_FZD2_LRP6","WNT","Wnt2","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd2+Lrp6)"
"WNT2_FZD3_LRP6","WNT2_FZD3_LRP6","WNT","Wnt2","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd3+Lrp6)"
"WNT2_FZD4_LRP6","WNT2_FZD4_LRP6","WNT","Wnt2","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd4+Lrp6)"
"WNT2_FZD5_LRP6","WNT2_FZD5_LRP6","WNT","Wnt2","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd5+Lrp6)"
"WNT2_FZD6_LRP6","WNT2_FZD6_LRP6","WNT","Wnt2","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd6+Lrp6)"
"WNT2_FZD7_LRP6","WNT2_FZD7_LRP6","WNT","Wnt2","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd7+Lrp6)"
"WNT2_FZD8_LRP6","WNT2_FZD8_LRP6","WNT","Wnt2","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd8+Lrp6)"
"WNT2_FZD9_LRP6","WNT2_FZD9_LRP6","WNT","Wnt2","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd9+Lrp6)"
"WNT2B_FZD1_LRP6","WNT2B_FZD1_LRP6","WNT","Wnt2b","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd1+Lrp6)"
"WNT2B_FZD10_LRP6","WNT2B_FZD10_LRP6","WNT","Wnt2b","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd10+Lrp6)"
"WNT2B_FZD2_LRP6","WNT2B_FZD2_LRP6","WNT","Wnt2b","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd2+Lrp6)"
"WNT2B_FZD3_LRP6","WNT2B_FZD3_LRP6","WNT","Wnt2b","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd3+Lrp6)"
"WNT2B_FZD4_LRP6","WNT2B_FZD4_LRP6","WNT","Wnt2b","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd4+Lrp6)"
"WNT2B_FZD5_LRP6","WNT2B_FZD5_LRP6","WNT","Wnt2b","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd5+Lrp6)"
"WNT2B_FZD6_LRP6","WNT2B_FZD6_LRP6","WNT","Wnt2b","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd6+Lrp6)"
"WNT2B_FZD7_LRP6","WNT2B_FZD7_LRP6","WNT","Wnt2b","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd7+Lrp6)"
"WNT2B_FZD8_LRP6","WNT2B_FZD8_LRP6","WNT","Wnt2b","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd8+Lrp6)"
"WNT2B_FZD9_LRP6","WNT2B_FZD9_LRP6","WNT","Wnt2b","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd9+Lrp6)"
"WNT6_FZD1_LRP6","WNT6_FZD1_LRP6","WNT","Wnt6","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd1+Lrp6)"
"WNT6_FZD10_LRP6","WNT6_FZD10_LRP6","WNT","Wnt6","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd10+Lrp6)"
"WNT6_FZD2_LRP6","WNT6_FZD2_LRP6","WNT","Wnt6","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd2+Lrp6)"
"WNT6_FZD3_LRP6","WNT6_FZD3_LRP6","WNT","Wnt6","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd3+Lrp6)"
"WNT6_FZD4_LRP6","WNT6_FZD4_LRP6","WNT","Wnt6","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd4+Lrp6)"
"WNT6_FZD5_LRP6","WNT6_FZD5_LRP6","WNT","Wnt6","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd5+Lrp6)"
"WNT6_FZD6_LRP6","WNT6_FZD6_LRP6","WNT","Wnt6","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd6+Lrp6)"
"WNT6_FZD7_LRP6","WNT6_FZD7_LRP6","WNT","Wnt6","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd7+Lrp6)"
"WNT6_FZD8_LRP6","WNT6_FZD8_LRP6","WNT","Wnt6","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd8+Lrp6)"
"WNT6_FZD9_LRP6","WNT6_FZD9_LRP6","WNT","Wnt6","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt6  - (Fzd9+Lrp6)"
"WNT7A_FZD1_LRP6","WNT7A_FZD1_LRP6","WNT","Wnt7a","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd1+Lrp6)"
"WNT7A_FZD10_LRP6","WNT7A_FZD10_LRP6","WNT","Wnt7a","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd10+Lrp6)"
"WNT7A_FZD2_LRP6","WNT7A_FZD2_LRP6","WNT","Wnt7a","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd2+Lrp6)"
"WNT7A_FZD3_LRP6","WNT7A_FZD3_LRP6","WNT","Wnt7a","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd3+Lrp6)"
"WNT7A_FZD4_LRP6","WNT7A_FZD4_LRP6","WNT","Wnt7a","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd4+Lrp6)"
"WNT7A_FZD5_LRP6","WNT7A_FZD5_LRP6","WNT","Wnt7a","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd5+Lrp6)"
"WNT7A_FZD6_LRP6","WNT7A_FZD6_LRP6","WNT","Wnt7a","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd6+Lrp6)"
"WNT7A_FZD7_LRP6","WNT7A_FZD7_LRP6","WNT","Wnt7a","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd7+Lrp6)"
"WNT7A_FZD8_LRP6","WNT7A_FZD8_LRP6","WNT","Wnt7a","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd8+Lrp6)"
"WNT7A_FZD9_LRP6","WNT7A_FZD9_LRP6","WNT","Wnt7a","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7a  - (Fzd9+Lrp6)"
"WNT7B_FZD1_LRP6","WNT7B_FZD1_LRP6","WNT","Wnt7b","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd1+Lrp6)"
"WNT7B_FZD10_LRP6","WNT7B_FZD10_LRP6","WNT","Wnt7b","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd10+Lrp6)"
"WNT7B_FZD2_LRP6","WNT7B_FZD2_LRP6","WNT","Wnt7b","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd2+Lrp6)"
"WNT7B_FZD3_LRP6","WNT7B_FZD3_LRP6","WNT","Wnt7b","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd3+Lrp6)"
"WNT7B_FZD4_LRP6","WNT7B_FZD4_LRP6","WNT","Wnt7b","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd4+Lrp6)"
"WNT7B_FZD5_LRP6","WNT7B_FZD5_LRP6","WNT","Wnt7b","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd5+Lrp6)"
"WNT7B_FZD6_LRP6","WNT7B_FZD6_LRP6","WNT","Wnt7b","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd6+Lrp6)"
"WNT7B_FZD7_LRP6","WNT7B_FZD7_LRP6","WNT","Wnt7b","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd7+Lrp6)"
"WNT7B_FZD8_LRP6","WNT7B_FZD8_LRP6","WNT","Wnt7b","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd8+Lrp6)"
"WNT7B_FZD9_LRP6","WNT7B_FZD9_LRP6","WNT","Wnt7b","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt7b  - (Fzd9+Lrp6)"
"WNT8A_FZD1_LRP6","WNT8A_FZD1_LRP6","WNT","Wnt8a","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd1+Lrp6)"
"WNT8A_FZD10_LRP6","WNT8A_FZD10_LRP6","WNT","Wnt8a","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd10+Lrp6)"
"WNT8A_FZD2_LRP6","WNT8A_FZD2_LRP6","WNT","Wnt8a","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd2+Lrp6)"
"WNT8A_FZD3_LRP6","WNT8A_FZD3_LRP6","WNT","Wnt8a","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd3+Lrp6)"
"WNT8A_FZD4_LRP6","WNT8A_FZD4_LRP6","WNT","Wnt8a","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd4+Lrp6)"
"WNT8A_FZD5_LRP6","WNT8A_FZD5_LRP6","WNT","Wnt8a","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd5+Lrp6)"
"WNT8A_FZD6_LRP6","WNT8A_FZD6_LRP6","WNT","Wnt8a","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd6+Lrp6)"
"WNT8A_FZD7_LRP6","WNT8A_FZD7_LRP6","WNT","Wnt8a","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd7+Lrp6)"
"WNT8A_FZD8_LRP6","WNT8A_FZD8_LRP6","WNT","Wnt8a","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd8+Lrp6)"
"WNT8A_FZD9_LRP6","WNT8A_FZD9_LRP6","WNT","Wnt8a","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt8a  - (Fzd9+Lrp6)"
"WNT9A_FZD1_LRP6","WNT9A_FZD1_LRP6","WNT","Wnt9a","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd1+Lrp6)"
"WNT9A_FZD10_LRP6","WNT9A_FZD10_LRP6","WNT","Wnt9a","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd10+Lrp6)"
"WNT9A_FZD2_LRP6","WNT9A_FZD2_LRP6","WNT","Wnt9a","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd2+Lrp6)"
"WNT9A_FZD3_LRP6","WNT9A_FZD3_LRP6","WNT","Wnt9a","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd3+Lrp6)"
"WNT9A_FZD4_LRP6","WNT9A_FZD4_LRP6","WNT","Wnt9a","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd4+Lrp6)"
"WNT9A_FZD5_LRP6","WNT9A_FZD5_LRP6","WNT","Wnt9a","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd5+Lrp6)"
"WNT9A_FZD6_LRP6","WNT9A_FZD6_LRP6","WNT","Wnt9a","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd6+Lrp6)"
"WNT9A_FZD7_LRP6","WNT9A_FZD7_LRP6","WNT","Wnt9a","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd7+Lrp6)"
"WNT9A_FZD8_LRP6","WNT9A_FZD8_LRP6","WNT","Wnt9a","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd8+Lrp6)"
"WNT9A_FZD9_LRP6","WNT9A_FZD9_LRP6","WNT","Wnt9a","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9a  - (Fzd9+Lrp6)"
"WNT9B_FZD1_LRP6","WNT9B_FZD1_LRP6","WNT","Wnt9b","FZD1_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd1+Lrp6)"
"WNT9B_FZD10_LRP6","WNT9B_FZD10_LRP6","WNT","Wnt9b","FZD10_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd10+Lrp6)"
"WNT9B_FZD2_LRP6","WNT9B_FZD2_LRP6","WNT","Wnt9b","FZD2_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd2+Lrp6)"
"WNT9B_FZD3_LRP6","WNT9B_FZD3_LRP6","WNT","Wnt9b","FZD3_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd3+Lrp6)"
"WNT9B_FZD4_LRP6","WNT9B_FZD4_LRP6","WNT","Wnt9b","FZD4_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd4+Lrp6)"
"WNT9B_FZD5_LRP6","WNT9B_FZD5_LRP6","WNT","Wnt9b","FZD5_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd5+Lrp6)"
"WNT9B_FZD6_LRP6","WNT9B_FZD6_LRP6","WNT","Wnt9b","FZD6_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd6+Lrp6)"
"WNT9B_FZD7_LRP6","WNT9B_FZD7_LRP6","WNT","Wnt9b","FZD7_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd7+Lrp6)"
"WNT9B_FZD8_LRP6","WNT9B_FZD8_LRP6","WNT","Wnt9b","FZD8_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd8+Lrp6)"
"WNT9B_FZD9_LRP6","WNT9B_FZD9_LRP6","WNT","Wnt9b","FZD9_LRP6","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt9b  - (Fzd9+Lrp6)"
