"interaction","cell1","cell2","p-value"
"CXCL1_CXCR1","Macrophage","Innate Lymphocytes","0"
"CXCL1_CXCR1","Stromal Cells","Innate Lymphocytes","0"
"CXCL1_CXCR1","Macrophage","Macrophage","0"
"CXCL1_CXCR1","Stromal Cells","Macrophage","0"
"CXCL1_CXCR1","Macrophage","Mast Cells","0"
"CXCL1_CXCR1","Stromal Cells","Mast Cells","0"
"CXCL1_CXCR1","Macrophage","Monocytes","0.04"
"CXCL1_CXCR1","Stromal Cells","Monocytes","0"
"CXCL1_CXCR1","Macrophage","NK Cell","0"
"CXCL1_CXCR1","Stromal Cells","NK Cell","0"
"CXCL1_CXCR1","B Cell","Stem Cells","0.04"
"CXCL1_CXCR1","Dendritic cells","Stem Cells","0.03"
"CXCL1_CXCR1","Macrophage","Stem Cells","0"
"CXCL1_CXCR1","Stromal Cells","Stem Cells","0"
"CXCL1_CXCR1","Macrophage","Stromal Cells","0"
"CXCL1_CXCR1","Stromal Cells","Stromal Cells","0"
"CXCL1_CXCR1","B Cell","T Cell","0.03"
"CXCL1_CXCR1","Dendritic cells","T Cell","0.04"
"CXCL1_CXCR1","Innate Lymphocytes","T Cell","0.03"
"CXCL1_CXCR1","Macrophage","T Cell","0"
"CXCL1_CXCR1","Stromal Cells","T Cell","0"
"CXCL5_CXCR1","Stromal Cells","ab T Cell","0"
"CXCL5_CXCR1","Stromal Cells","B Cell","0"
"CXCL5_CXCR1","Stromal Cells","Basophils","0"
"CXCL5_CXCR1","Stromal Cells","Dendritic cells","0"
"CXCL5_CXCR1","Stromal Cells","Eosinophil","0.01"
"CXCL5_CXCR1","Stromal Cells","gd T cells","0"
"CXCL5_CXCR1","ab T Cell","Granulocytes","0"
"CXCL5_CXCR1","B Cell","Granulocytes","0"
"CXCL5_CXCR1","Basophils","Granulocytes","0"
"CXCL5_CXCR1","Dendritic cells","Granulocytes","0"
"CXCL5_CXCR1","Eosinophil","Granulocytes","0"
"CXCL5_CXCR1","gd T cells","Granulocytes","0"
"CXCL5_CXCR1","Granulocytes","Granulocytes","0"
"CXCL5_CXCR1","Innate Lymphocytes","Granulocytes","0"
"CXCL5_CXCR1","Macrophage","Granulocytes","0"
"CXCL5_CXCR1","Mast Cells","Granulocytes","0"
"CXCL5_CXCR1","Monocytes","Granulocytes","0"
"CXCL5_CXCR1","NK Cell","Granulocytes","0"
"CXCL5_CXCR1","Stem Cells","Granulocytes","0"
"CXCL5_CXCR1","Stromal Cells","Granulocytes","0"
"CXCL5_CXCR1","T Cell","Granulocytes","0"
"CXCL5_CXCR1","Stromal Cells","Innate Lymphocytes","0"
"CXCL5_CXCR1","Stromal Cells","Macrophage","0"
"CXCL5_CXCR1","Stromal Cells","Mast Cells","0"
"CXCL5_CXCR1","Stromal Cells","Monocytes","0.01"
"CXCL5_CXCR1","Stromal Cells","NK Cell","0"
"CXCL5_CXCR1","ab T Cell","Stem Cells","0"
"CXCL5_CXCR1","B Cell","Stem Cells","0"
"CXCL5_CXCR1","Dendritic cells","Stem Cells","0"
"CXCL5_CXCR1","gd T cells","Stem Cells","0"
"CXCL5_CXCR1","Granulocytes","Stem Cells","0"
"CXCL5_CXCR1","Innate Lymphocytes","Stem Cells","0"
"CXCL5_CXCR1","Macrophage","Stem Cells","0"
"CXCL5_CXCR1","Mast Cells","Stem Cells","0"
"CXCL5_CXCR1","NK Cell","Stem Cells","0"
"CXCL5_CXCR1","Stem Cells","Stem Cells","0"
"CXCL5_CXCR1","Stromal Cells","Stem Cells","0"
"CXCL5_CXCR1","T Cell","Stem Cells","0"
"CXCL5_CXCR1","Stromal Cells","Stromal Cells","0"
"CXCL5_CXCR1","ab T Cell","T Cell","0"
"CXCL5_CXCR1","B Cell","T Cell","0"
"CXCL5_CXCR1","Dendritic cells","T Cell","0"
"CXCL5_CXCR1","Eosinophil","T Cell","0.03"
"CXCL5_CXCR1","gd T cells","T Cell","0"
"CXCL5_CXCR1","Granulocytes","T Cell","0"
"CXCL5_CXCR1","Innate Lymphocytes","T Cell","0"
"CXCL5_CXCR1","Macrophage","T Cell","0"
"CXCL5_CXCR1","Mast Cells","T Cell","0"
"CXCL5_CXCR1","Monocytes","T Cell","0.04"
"CXCL5_CXCR1","NK Cell","T Cell","0"
"CXCL5_CXCR1","Stem Cells","T Cell","0"
"CXCL5_CXCR1","Stromal Cells","T Cell","0"
"CXCL5_CXCR1","T Cell","T Cell","0"
"CXCL1_ACKR1","Macrophage","ab T Cell","0"
"CXCL1_ACKR1","Stromal Cells","ab T Cell","0"
"CXCL1_ACKR1","Macrophage","B Cell","0"
"CXCL1_ACKR1","Stromal Cells","B Cell","0"
"CXCL1_ACKR1","Stromal Cells","Basophils","0.01"
"CXCL1_ACKR1","ab T Cell","Dendritic cells","0.01"
"CXCL1_ACKR1","B Cell","Dendritic cells","0"
"CXCL1_ACKR1","Dendritic cells","Dendritic cells","0"
"CXCL1_ACKR1","gd T cells","Dendritic cells","0"
"CXCL1_ACKR1","Granulocytes","Dendritic cells","0"
"CXCL1_ACKR1","Innate Lymphocytes","Dendritic cells","0.01"
"CXCL1_ACKR1","Macrophage","Dendritic cells","0"
"CXCL1_ACKR1","Mast Cells","Dendritic cells","0.01"
"CXCL1_ACKR1","NK Cell","Dendritic cells","0"
"CXCL1_ACKR1","Stem Cells","Dendritic cells","0.03"
"CXCL1_ACKR1","Stromal Cells","Dendritic cells","0"
"CXCL1_ACKR1","T Cell","Dendritic cells","0"
"CXCL1_ACKR1","Stromal Cells","Eosinophil","0"
"CXCL1_ACKR1","Macrophage","gd T cells","0.01"
"CXCL1_ACKR1","Stromal Cells","gd T cells","0"
"CXCL1_ACKR1","Macrophage","Granulocytes","0.04"
"CXCL1_ACKR1","Stromal Cells","Granulocytes","0"
"CXCL1_ACKR1","Macrophage","Innate Lymphocytes","0"
"CXCL1_ACKR1","Stromal Cells","Innate Lymphocytes","0"
"CXCL1_ACKR1","Macrophage","Macrophage","0"
"CXCL1_ACKR1","Stromal Cells","Macrophage","0"
"CXCL1_ACKR1","ab T Cell","Mast Cells","0"
"CXCL1_ACKR1","B Cell","Mast Cells","0"
"CXCL1_ACKR1","Dendritic cells","Mast Cells","0"
"CXCL1_ACKR1","gd T cells","Mast Cells","0"
"CXCL1_ACKR1","Granulocytes","Mast Cells","0.01"
"CXCL1_ACKR1","Innate Lymphocytes","Mast Cells","0"
"CXCL1_ACKR1","Macrophage","Mast Cells","0"
"CXCL1_ACKR1","Mast Cells","Mast Cells","0.01"
"CXCL1_ACKR1","NK Cell","Mast Cells","0"
"CXCL1_ACKR1","Stem Cells","Mast Cells","0.02"
"CXCL1_ACKR1","Stromal Cells","Mast Cells","0"
"CXCL1_ACKR1","T Cell","Mast Cells","0"
"CXCL1_ACKR1","Stromal Cells","Monocytes","0"
"CXCL1_ACKR1","Macrophage","NK Cell","0"
"CXCL1_ACKR1","Stromal Cells","NK Cell","0"
"CXCL1_ACKR1","Macrophage","Stem Cells","0"
"CXCL1_ACKR1","Stromal Cells","Stem Cells","0"
"CXCL1_ACKR1","ab T Cell","Stromal Cells","0"
"CXCL1_ACKR1","B Cell","Stromal Cells","0"
"CXCL1_ACKR1","Dendritic cells","Stromal Cells","0"
"CXCL1_ACKR1","gd T cells","Stromal Cells","0"
"CXCL1_ACKR1","Granulocytes","Stromal Cells","0"
"CXCL1_ACKR1","Innate Lymphocytes","Stromal Cells","0"
"CXCL1_ACKR1","Macrophage","Stromal Cells","0"
"CXCL1_ACKR1","Mast Cells","Stromal Cells","0"
"CXCL1_ACKR1","Monocytes","Stromal Cells","0.03"
"CXCL1_ACKR1","NK Cell","Stromal Cells","0"
"CXCL1_ACKR1","Stem Cells","Stromal Cells","0"
"CXCL1_ACKR1","Stromal Cells","Stromal Cells","0"
"CXCL1_ACKR1","T Cell","Stromal Cells","0"
"CXCL1_ACKR1","Macrophage","T Cell","0"
"CXCL1_ACKR1","Stromal Cells","T Cell","0"
"CXCL5_ACKR1","Stromal Cells","ab T Cell","0"
"CXCL5_ACKR1","Stromal Cells","B Cell","0"
"CXCL5_ACKR1","ab T Cell","Dendritic cells","0"
"CXCL5_ACKR1","B Cell","Dendritic cells","0"
"CXCL5_ACKR1","Dendritic cells","Dendritic cells","0"
"CXCL5_ACKR1","Eosinophil","Dendritic cells","0.01"
"CXCL5_ACKR1","gd T cells","Dendritic cells","0"
"CXCL5_ACKR1","Granulocytes","Dendritic cells","0"
"CXCL5_ACKR1","Innate Lymphocytes","Dendritic cells","0"
"CXCL5_ACKR1","Macrophage","Dendritic cells","0"
"CXCL5_ACKR1","Mast Cells","Dendritic cells","0"
"CXCL5_ACKR1","Monocytes","Dendritic cells","0.03"
"CXCL5_ACKR1","NK Cell","Dendritic cells","0"
"CXCL5_ACKR1","Stem Cells","Dendritic cells","0"
"CXCL5_ACKR1","Stromal Cells","Dendritic cells","0"
"CXCL5_ACKR1","T Cell","Dendritic cells","0"
"CXCL5_ACKR1","Stromal Cells","gd T cells","0"
"CXCL5_ACKR1","Stromal Cells","Granulocytes","0.01"
"CXCL5_ACKR1","Stromal Cells","Innate Lymphocytes","0"
"CXCL5_ACKR1","Stromal Cells","Macrophage","0"
"CXCL5_ACKR1","ab T Cell","Mast Cells","0"
"CXCL5_ACKR1","B Cell","Mast Cells","0"
"CXCL5_ACKR1","Basophils","Mast Cells","0.02"
"CXCL5_ACKR1","Dendritic cells","Mast Cells","0"
"CXCL5_ACKR1","Eosinophil","Mast Cells","0"
"CXCL5_ACKR1","gd T cells","Mast Cells","0"
"CXCL5_ACKR1","Granulocytes","Mast Cells","0"
"CXCL5_ACKR1","Innate Lymphocytes","Mast Cells","0"
"CXCL5_ACKR1","Macrophage","Mast Cells","0"
"CXCL5_ACKR1","Mast Cells","Mast Cells","0"
"CXCL5_ACKR1","Monocytes","Mast Cells","0"
"CXCL5_ACKR1","NK Cell","Mast Cells","0"
"CXCL5_ACKR1","Stem Cells","Mast Cells","0"
"CXCL5_ACKR1","Stromal Cells","Mast Cells","0"
"CXCL5_ACKR1","T Cell","Mast Cells","0"
"CXCL5_ACKR1","Stromal Cells","Monocytes","0.04"
"CXCL5_ACKR1","Stromal Cells","NK Cell","0"
"CXCL5_ACKR1","Stromal Cells","Stem Cells","0"
"CXCL5_ACKR1","ab T Cell","Stromal Cells","0"
"CXCL5_ACKR1","B Cell","Stromal Cells","0"
"CXCL5_ACKR1","Basophils","Stromal Cells","0.02"
"CXCL5_ACKR1","Dendritic cells","Stromal Cells","0"
"CXCL5_ACKR1","Eosinophil","Stromal Cells","0"
"CXCL5_ACKR1","gd T cells","Stromal Cells","0"
"CXCL5_ACKR1","Granulocytes","Stromal Cells","0"
"CXCL5_ACKR1","Innate Lymphocytes","Stromal Cells","0"
"CXCL5_ACKR1","Macrophage","Stromal Cells","0"
"CXCL5_ACKR1","Mast Cells","Stromal Cells","0"
"CXCL5_ACKR1","Monocytes","Stromal Cells","0"
"CXCL5_ACKR1","NK Cell","Stromal Cells","0"
"CXCL5_ACKR1","Stem Cells","Stromal Cells","0"
"CXCL5_ACKR1","Stromal Cells","Stromal Cells","0"
"CXCL5_ACKR1","T Cell","Stromal Cells","0"
"CXCL5_ACKR1","Stromal Cells","T Cell","0"
"CXCL11_ACKR1","Dendritic cells","ab T Cell","0"
"CXCL11_ACKR1","Stromal Cells","ab T Cell","0"
"CXCL11_ACKR1","Dendritic cells","B Cell","0"
"CXCL11_ACKR1","Stromal Cells","B Cell","0"
"CXCL11_ACKR1","ab T Cell","Dendritic cells","0"
"CXCL11_ACKR1","B Cell","Dendritic cells","0"
"CXCL11_ACKR1","Basophils","Dendritic cells","0.04"
"CXCL11_ACKR1","Dendritic cells","Dendritic cells","0"
"CXCL11_ACKR1","Eosinophil","Dendritic cells","0.02"
"CXCL11_ACKR1","gd T cells","Dendritic cells","0"
"CXCL11_ACKR1","Granulocytes","Dendritic cells","0"
"CXCL11_ACKR1","Innate Lymphocytes","Dendritic cells","0"
"CXCL11_ACKR1","Macrophage","Dendritic cells","0"
"CXCL11_ACKR1","Mast Cells","Dendritic cells","0"
"CXCL11_ACKR1","Monocytes","Dendritic cells","0.04"
"CXCL11_ACKR1","NK Cell","Dendritic cells","0"
"CXCL11_ACKR1","Stem Cells","Dendritic cells","0"
"CXCL11_ACKR1","Stromal Cells","Dendritic cells","0"
"CXCL11_ACKR1","T Cell","Dendritic cells","0"
"CXCL11_ACKR1","Dendritic cells","Innate Lymphocytes","0.01"
"CXCL11_ACKR1","Stromal Cells","Innate Lymphocytes","0.02"
"CXCL11_ACKR1","Dendritic cells","Macrophage","0"
"CXCL11_ACKR1","Stromal Cells","Macrophage","0"
"CXCL11_ACKR1","ab T Cell","Mast Cells","0"
"CXCL11_ACKR1","B Cell","Mast Cells","0"
"CXCL11_ACKR1","Basophils","Mast Cells","0.04"
"CXCL11_ACKR1","Dendritic cells","Mast Cells","0"
"CXCL11_ACKR1","Eosinophil","Mast Cells","0.01"
"CXCL11_ACKR1","gd T cells","Mast Cells","0"
"CXCL11_ACKR1","Granulocytes","Mast Cells","0"
"CXCL11_ACKR1","Innate Lymphocytes","Mast Cells","0"
"CXCL11_ACKR1","Macrophage","Mast Cells","0"
"CXCL11_ACKR1","Mast Cells","Mast Cells","0"
"CXCL11_ACKR1","Monocytes","Mast Cells","0.01"
"CXCL11_ACKR1","NK Cell","Mast Cells","0"
"CXCL11_ACKR1","Stem Cells","Mast Cells","0"
"CXCL11_ACKR1","Stromal Cells","Mast Cells","0"
"CXCL11_ACKR1","T Cell","Mast Cells","0"
"CXCL11_ACKR1","Stromal Cells","NK Cell","0.03"
"CXCL11_ACKR1","Dendritic cells","Stem Cells","0.01"
"CXCL11_ACKR1","Stromal Cells","Stem Cells","0"
"CXCL11_ACKR1","ab T Cell","Stromal Cells","0"
"CXCL11_ACKR1","B Cell","Stromal Cells","0"
"CXCL11_ACKR1","Basophils","Stromal Cells","0.01"
"CXCL11_ACKR1","Dendritic cells","Stromal Cells","0"
"CXCL11_ACKR1","Eosinophil","Stromal Cells","0"
"CXCL11_ACKR1","gd T cells","Stromal Cells","0"
"CXCL11_ACKR1","Granulocytes","Stromal Cells","0"
"CXCL11_ACKR1","Innate Lymphocytes","Stromal Cells","0"
"CXCL11_ACKR1","Macrophage","Stromal Cells","0"
"CXCL11_ACKR1","Mast Cells","Stromal Cells","0"
"CXCL11_ACKR1","Monocytes","Stromal Cells","0"
"CXCL11_ACKR1","NK Cell","Stromal Cells","0"
"CXCL11_ACKR1","Stem Cells","Stromal Cells","0"
"CXCL11_ACKR1","Stromal Cells","Stromal Cells","0"
"CXCL11_ACKR1","T Cell","Stromal Cells","0"
"CXCL11_ACKR1","Dendritic cells","T Cell","0.01"
"CXCL11_ACKR1","Stromal Cells","T Cell","0.01"
"CXCL11_ACKR3","Dendritic cells","B Cell","0.02"
"CXCL11_ACKR3","Stromal Cells","B Cell","0.02"
"CXCL11_ACKR3","ab T Cell","Macrophage","0"
"CXCL11_ACKR3","B Cell","Macrophage","0"
"CXCL11_ACKR3","Basophils","Macrophage","0.02"
"CXCL11_ACKR3","Dendritic cells","Macrophage","0"
"CXCL11_ACKR3","Eosinophil","Macrophage","0.02"
"CXCL11_ACKR3","gd T cells","Macrophage","0"
"CXCL11_ACKR3","Granulocytes","Macrophage","0"
"CXCL11_ACKR3","Innate Lymphocytes","Macrophage","0"
"CXCL11_ACKR3","Macrophage","Macrophage","0"
"CXCL11_ACKR3","Mast Cells","Macrophage","0"
"CXCL11_ACKR3","Monocytes","Macrophage","0.01"
"CXCL11_ACKR3","NK Cell","Macrophage","0"
"CXCL11_ACKR3","Stem Cells","Macrophage","0"
"CXCL11_ACKR3","Stromal Cells","Macrophage","0"
"CXCL11_ACKR3","T Cell","Macrophage","0"
"CXCL11_ACKR3","ab T Cell","Stromal Cells","0"
"CXCL11_ACKR3","B Cell","Stromal Cells","0"
"CXCL11_ACKR3","Basophils","Stromal Cells","0.01"
"CXCL11_ACKR3","Dendritic cells","Stromal Cells","0"
"CXCL11_ACKR3","Eosinophil","Stromal Cells","0.01"
"CXCL11_ACKR3","gd T cells","Stromal Cells","0"
"CXCL11_ACKR3","Granulocytes","Stromal Cells","0"
"CXCL11_ACKR3","Innate Lymphocytes","Stromal Cells","0"
"CXCL11_ACKR3","Macrophage","Stromal Cells","0"
"CXCL11_ACKR3","Mast Cells","Stromal Cells","0"
"CXCL11_ACKR3","Monocytes","Stromal Cells","0"
"CXCL11_ACKR3","NK Cell","Stromal Cells","0"
"CXCL11_ACKR3","Stem Cells","Stromal Cells","0"
"CXCL11_ACKR3","Stromal Cells","Stromal Cells","0"
"CXCL11_ACKR3","T Cell","Stromal Cells","0"
"TSLP_IL7R_CRLF2","Dendritic cells","ab T Cell","0.04"
"TSLP_IL7R_CRLF2","Macrophage","ab T Cell","0"
"TSLP_IL7R_CRLF2","Stem Cells","ab T Cell","0"
"TSLP_IL7R_CRLF2","Stromal Cells","ab T Cell","0"
"TSLP_IL7R_CRLF2","ab T Cell","Basophils","0.03"
"TSLP_IL7R_CRLF2","Dendritic cells","Basophils","0"
"TSLP_IL7R_CRLF2","gd T cells","Basophils","0.02"
"TSLP_IL7R_CRLF2","Macrophage","Basophils","0"
"TSLP_IL7R_CRLF2","Stem Cells","Basophils","0"
"TSLP_IL7R_CRLF2","Stromal Cells","Basophils","0"
"TSLP_IL7R_CRLF2","Macrophage","Dendritic cells","0.03"
"TSLP_IL7R_CRLF2","Stem Cells","Dendritic cells","0"
"TSLP_IL7R_CRLF2","Stromal Cells","Dendritic cells","0"
"TSLP_IL7R_CRLF2","Stromal Cells","Eosinophil","0.02"
"TSLP_IL7R_CRLF2","Dendritic cells","gd T cells","0.04"
"TSLP_IL7R_CRLF2","Macrophage","gd T cells","0"
"TSLP_IL7R_CRLF2","Stem Cells","gd T cells","0"
"TSLP_IL7R_CRLF2","Stromal Cells","gd T cells","0"
"TSLP_IL7R_CRLF2","Stromal Cells","Granulocytes","0.04"
"TSLP_IL7R_CRLF2","Macrophage","Innate Lymphocytes","0"
"TSLP_IL7R_CRLF2","Stem Cells","Innate Lymphocytes","0"
"TSLP_IL7R_CRLF2","Stromal Cells","Innate Lymphocytes","0"
"TSLP_IL7R_CRLF2","Stem Cells","Mast Cells","0"
"TSLP_IL7R_CRLF2","Stromal Cells","Mast Cells","0"
"TSLP_IL7R_CRLF2","Stromal Cells","Monocytes","0.02"
"TSLP_IL7R_CRLF2","Stem Cells","NK Cell","0"
"TSLP_IL7R_CRLF2","Stromal Cells","NK Cell","0"
"TSLP_IL7R_CRLF2","Stem Cells","Stem Cells","0.03"
"TSLP_IL7R_CRLF2","Stromal Cells","Stem Cells","0.02"
"TSLP_IL7R_CRLF2","Stem Cells","Stromal Cells","0.01"
"TSLP_IL7R_CRLF2","Stromal Cells","Stromal Cells","0"
"TSLP_IL7R_CRLF2","Macrophage","T Cell","0"
"TSLP_IL7R_CRLF2","Stem Cells","T Cell","0"
"TSLP_IL7R_CRLF2","Stromal Cells","T Cell","0"
"IL3_IL3RA_CSF2RB","Eosinophil","B Cell","0.01"
"IL3_IL3RA_CSF2RB","ab T Cell","Basophils","0"
"IL3_IL3RA_CSF2RB","B Cell","Basophils","0"
"IL3_IL3RA_CSF2RB","Basophils","Basophils","0"
"IL3_IL3RA_CSF2RB","Dendritic cells","Basophils","0"
"IL3_IL3RA_CSF2RB","Eosinophil","Basophils","0"
"IL3_IL3RA_CSF2RB","gd T cells","Basophils","0"
"IL3_IL3RA_CSF2RB","Granulocytes","Basophils","0"
"IL3_IL3RA_CSF2RB","Innate Lymphocytes","Basophils","0"
"IL3_IL3RA_CSF2RB","Macrophage","Basophils","0"
"IL3_IL3RA_CSF2RB","Mast Cells","Basophils","0"
"IL3_IL3RA_CSF2RB","Monocytes","Basophils","0"
"IL3_IL3RA_CSF2RB","NK Cell","Basophils","0"
"IL3_IL3RA_CSF2RB","Stem Cells","Basophils","0"
"IL3_IL3RA_CSF2RB","Stromal Cells","Basophils","0"
"IL3_IL3RA_CSF2RB","T Cell","Basophils","0"
"IL3_IL3RA_CSF2RB","ab T Cell","Dendritic cells","0.01"
"IL3_IL3RA_CSF2RB","B Cell","Dendritic cells","0.01"
"IL3_IL3RA_CSF2RB","Basophils","Dendritic cells","0.03"
"IL3_IL3RA_CSF2RB","Dendritic cells","Dendritic cells","0.01"
"IL3_IL3RA_CSF2RB","Eosinophil","Dendritic cells","0"
"IL3_IL3RA_CSF2RB","gd T cells","Dendritic cells","0.01"
"IL3_IL3RA_CSF2RB","Granulocytes","Dendritic cells","0.01"
"IL3_IL3RA_CSF2RB","Innate Lymphocytes","Dendritic cells","0.01"
"IL3_IL3RA_CSF2RB","Macrophage","Dendritic cells","0.01"
"IL3_IL3RA_CSF2RB","Mast Cells","Dendritic cells","0.01"
"IL3_IL3RA_CSF2RB","NK Cell","Dendritic cells","0.01"
"IL3_IL3RA_CSF2RB","Stem Cells","Dendritic cells","0.01"
"IL3_IL3RA_CSF2RB","Stromal Cells","Dendritic cells","0"
"IL3_IL3RA_CSF2RB","T Cell","Dendritic cells","0.01"
"IL3_IL3RA_CSF2RB","ab T Cell","Eosinophil","0.01"
"IL3_IL3RA_CSF2RB","B Cell","Eosinophil","0.01"
"IL3_IL3RA_CSF2RB","Basophils","Eosinophil","0.02"
"IL3_IL3RA_CSF2RB","Dendritic cells","Eosinophil","0.01"
"IL3_IL3RA_CSF2RB","Eosinophil","Eosinophil","0"
"IL3_IL3RA_CSF2RB","gd T cells","Eosinophil","0.01"
"IL3_IL3RA_CSF2RB","Granulocytes","Eosinophil","0.01"
"IL3_IL3RA_CSF2RB","Innate Lymphocytes","Eosinophil","0.01"
"IL3_IL3RA_CSF2RB","Macrophage","Eosinophil","0.01"
"IL3_IL3RA_CSF2RB","Mast Cells","Eosinophil","0.01"
"IL3_IL3RA_CSF2RB","Monocytes","Eosinophil","0.02"
"IL3_IL3RA_CSF2RB","NK Cell","Eosinophil","0.01"
"IL3_IL3RA_CSF2RB","Stem Cells","Eosinophil","0.01"
"IL3_IL3RA_CSF2RB","Stromal Cells","Eosinophil","0.01"
"IL3_IL3RA_CSF2RB","T Cell","Eosinophil","0.01"
"IL3_IL3RA_CSF2RB","ab T Cell","Granulocytes","0.03"
"IL3_IL3RA_CSF2RB","B Cell","Granulocytes","0.03"
"IL3_IL3RA_CSF2RB","Dendritic cells","Granulocytes","0.03"
"IL3_IL3RA_CSF2RB","Eosinophil","Granulocytes","0"
"IL3_IL3RA_CSF2RB","gd T cells","Granulocytes","0.03"
"IL3_IL3RA_CSF2RB","Granulocytes","Granulocytes","0.04"
"IL3_IL3RA_CSF2RB","Innate Lymphocytes","Granulocytes","0.03"
"IL3_IL3RA_CSF2RB","Macrophage","Granulocytes","0.03"
"IL3_IL3RA_CSF2RB","Mast Cells","Granulocytes","0.03"
"IL3_IL3RA_CSF2RB","NK Cell","Granulocytes","0.03"
"IL3_IL3RA_CSF2RB","Stem Cells","Granulocytes","0.03"
"IL3_IL3RA_CSF2RB","Stromal Cells","Granulocytes","0.01"
"IL3_IL3RA_CSF2RB","T Cell","Granulocytes","0.03"
"IL3_IL3RA_CSF2RB","ab T Cell","Macrophage","0"
"IL3_IL3RA_CSF2RB","B Cell","Macrophage","0"
"IL3_IL3RA_CSF2RB","Basophils","Macrophage","0.02"
"IL3_IL3RA_CSF2RB","Dendritic cells","Macrophage","0"
"IL3_IL3RA_CSF2RB","Eosinophil","Macrophage","0"
"IL3_IL3RA_CSF2RB","gd T cells","Macrophage","0"
"IL3_IL3RA_CSF2RB","Granulocytes","Macrophage","0"
"IL3_IL3RA_CSF2RB","Innate Lymphocytes","Macrophage","0"
"IL3_IL3RA_CSF2RB","Macrophage","Macrophage","0"
"IL3_IL3RA_CSF2RB","Mast Cells","Macrophage","0"
"IL3_IL3RA_CSF2RB","Monocytes","Macrophage","0.02"
"IL3_IL3RA_CSF2RB","NK Cell","Macrophage","0"
"IL3_IL3RA_CSF2RB","Stem Cells","Macrophage","0"
"IL3_IL3RA_CSF2RB","Stromal Cells","Macrophage","0"
"IL3_IL3RA_CSF2RB","T Cell","Macrophage","0"
"IL3_IL3RA_CSF2RB","ab T Cell","Mast Cells","0"
"IL3_IL3RA_CSF2RB","B Cell","Mast Cells","0"
"IL3_IL3RA_CSF2RB","Basophils","Mast Cells","0.02"
"IL3_IL3RA_CSF2RB","Dendritic cells","Mast Cells","0"
"IL3_IL3RA_CSF2RB","Eosinophil","Mast Cells","0"
"IL3_IL3RA_CSF2RB","gd T cells","Mast Cells","0"
"IL3_IL3RA_CSF2RB","Granulocytes","Mast Cells","0"
"IL3_IL3RA_CSF2RB","Innate Lymphocytes","Mast Cells","0"
"IL3_IL3RA_CSF2RB","Macrophage","Mast Cells","0"
"IL3_IL3RA_CSF2RB","Mast Cells","Mast Cells","0"
"IL3_IL3RA_CSF2RB","Monocytes","Mast Cells","0.02"
"IL3_IL3RA_CSF2RB","NK Cell","Mast Cells","0"
"IL3_IL3RA_CSF2RB","Stem Cells","Mast Cells","0"
"IL3_IL3RA_CSF2RB","Stromal Cells","Mast Cells","0"
"IL3_IL3RA_CSF2RB","T Cell","Mast Cells","0"
"IL3_IL3RA_CSF2RB","ab T Cell","Monocytes","0.04"
"IL3_IL3RA_CSF2RB","B Cell","Monocytes","0.04"
"IL3_IL3RA_CSF2RB","Eosinophil","Monocytes","0"
"IL3_IL3RA_CSF2RB","gd T cells","Monocytes","0.04"
"IL3_IL3RA_CSF2RB","Innate Lymphocytes","Monocytes","0.04"
"IL3_IL3RA_CSF2RB","Macrophage","Monocytes","0.04"
"IL3_IL3RA_CSF2RB","Mast Cells","Monocytes","0.04"
"IL3_IL3RA_CSF2RB","NK Cell","Monocytes","0.04"
"IL3_IL3RA_CSF2RB","Stem Cells","Monocytes","0.04"
"IL3_IL3RA_CSF2RB","Stromal Cells","Monocytes","0.02"
"IL3_IL3RA_CSF2RB","T Cell","Monocytes","0.04"
"IL3_IL3RA_CSF2RB","Eosinophil","Stem Cells","0.01"
"IL3_IL3RA_CSF2RB","ab T Cell","Stromal Cells","0"
"IL3_IL3RA_CSF2RB","B Cell","Stromal Cells","0"
"IL3_IL3RA_CSF2RB","Basophils","Stromal Cells","0"
"IL3_IL3RA_CSF2RB","Dendritic cells","Stromal Cells","0"
"IL3_IL3RA_CSF2RB","Eosinophil","Stromal Cells","0"
"IL3_IL3RA_CSF2RB","gd T cells","Stromal Cells","0"
"IL3_IL3RA_CSF2RB","Granulocytes","Stromal Cells","0"
"IL3_IL3RA_CSF2RB","Innate Lymphocytes","Stromal Cells","0"
"IL3_IL3RA_CSF2RB","Macrophage","Stromal Cells","0"
"IL3_IL3RA_CSF2RB","Mast Cells","Stromal Cells","0"
"IL3_IL3RA_CSF2RB","Monocytes","Stromal Cells","0.01"
"IL3_IL3RA_CSF2RB","NK Cell","Stromal Cells","0"
"IL3_IL3RA_CSF2RB","Stem Cells","Stromal Cells","0"
"IL3_IL3RA_CSF2RB","Stromal Cells","Stromal Cells","0"
"IL3_IL3RA_CSF2RB","T Cell","Stromal Cells","0"
"IL13_IL4R_IL13RA2","Basophils","ab T Cell","0.02"
"IL13_IL4R_IL13RA2","Mast Cells","ab T Cell","0.01"
"IL13_IL4R_IL13RA2","ab T Cell","B Cell","0.02"
"IL13_IL4R_IL13RA2","B Cell","B Cell","0"
"IL13_IL4R_IL13RA2","Basophils","B Cell","0.01"
"IL13_IL4R_IL13RA2","Macrophage","B Cell","0.02"
"IL13_IL4R_IL13RA2","Mast Cells","B Cell","0.01"
"IL13_IL4R_IL13RA2","T Cell","B Cell","0.03"
"IL13_IL4R_IL13RA2","Basophils","Dendritic cells","0.03"
